cls,freq,freq_1cls,ratio,agent_utterance,theme
3,1,1,1.0, 一番好きなシーンなどはありますか？,本
3,2,2,1.0, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？,本
3,6,6,1.0, 最近本は読みましたか？,本
3,7,7,1.0, 本はよく読む方ですか？,本
3,3,3,1.0, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
3,2,2,1.0, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,音楽
3,4,4,1.0, カラオケに行くときはお友達と行きますか？,音楽
3,6,6,1.0, 最近音楽は聞きましたか？,音楽
3,14,14,1.0, カラオケは好きですか？,音楽
3,8,8,1.0, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
3,7,7,1.0, おすすめの曲はありますか？,音楽
3,3,3,1.0, おすすめの歌手やきょくってありますか？,音楽
3,22,22,1.0, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
3,3,3,1.0, カラオケで歌ったりするのですか？,音楽
3,6,6,1.0, コンサートとかには行きますか？,音楽
3,6,6,1.0, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
3,9,9,1.0, カラオケでよくなにをうたうのですか？,音楽
3,17,17,1.0, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
3,15,15,1.0, からい食べものとはどんな食べものが好きですか？,食事
3,10,10,1.0, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
3,7,7,1.0, どんなところに行きますか？和食ですか洋食ですか？,食事
3,23,23,1.0, なるほど、普段はどこでスイーツを買いますか？,食事
3,24,24,1.0, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,食事
3,9,9,1.0, お友達とランチに行ったりしますか？,食事
3,30,30,1.0, 甘いものと、からいものどちらがお好きですか？,食事
4,6,6,1.0, そのほかにおすすめのものはありますか？,default
4,9,9,1.0, 具体的には何ですか？,default
4,19,19,1.0, 具体的にはどういったものですか？,default
4,3,3,1.0, 具体的に教えてください？,default
4,20,20,1.0, 具体的に教えてもらっていいですか？,default
4,2,2,1.0, そのほかで、おすすめのものはありますか？あったら教えてください．,default
4,5,5,1.0, それのどういったところが好きなんですか？,default
4,13,13,1.0, 具体的には教えてもらえますか？,default
4,20,20,1.0, それは一体どういった内容なんですか？,アニメ・漫画
4,15,15,1.0, 具体的になんのために利用していますか？,エスエヌエス
4,17,17,1.0, 具体的にどういったものを買いますか？,エスエヌエス
4,1,1,1.0, それはなんていう作品なんですか？,ゲーム
4,4,4,1.0, そのゲームのどんなところが好きなんですか？,ゲーム
4,9,9,1.0, スポーツはするほうが好きですか？それとも見るほうが好きですか？,スポーツ
4,16,16,1.0, そのほか健康のために、気をつけていることはありますか？,スポーツ
4,3,3,1.0, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？,スポーツ
4,5,5,1.0, そのドラマのどういったところが好きなんですか？,ドラマ
4,9,9,1.0, そのドラマはどんな内容なんですか？,ドラマ
4,1,1,1.0, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？,休日
4,14,14,1.0, その時、どんなことをしたのですか？,学校
4,8,8,1.0, 今までの体験の中で、そのほか、楽しかったことはありますか？,学校
4,23,23,1.0, その旅先で何が一番楽しかったですか？,旅行
4,20,20,1.0, それは一体どういった内容なんですか？,映画
4,1,1,1.0, それ以外が好きなんですか，どんなジャンルの映画が好きなんですか？,映画
4,4,4,1.0, 映画では洋画，邦画，それ以外のどれが好きですか？,映画
4,1,1,1.0, それはどんな「内容」なんですか？,本
4,1,1,1.0, そうなんですか，その作品はおすすめですか？,本
4,1,1,1.0, その作者のどういったところが好きなんですか？,本
4,3,3,1.0, その本のどういったところが好きなんですか？,本
4,3,3,1.0, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？,本
4,10,10,1.0, その歌手のどういうところが好きなんですか？,音楽
4,7,7,1.0, そのきょくのどういうところが好きなんですか？,音楽
4,1,1,1.0, その作曲者のどういうところが好きなんですか？,音楽
4,8,8,1.0, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,音楽
4,20,20,1.0, なるほど、その中でもおすすめのスイーツはありますか？,食事
4,12,12,1.0, それは「最近」食べられたんですか？,食事
