name,lenS,label,名詞,agent_utterance,dialogue_act,general,context,questionmark,depend_word,nod_word,information_offer,question_depend_o,question_depend_x,response_demonstrative_o,response_demonstrative_x,UI3average,UI3average_diff,u_utte_len_after,u_utte_len_before,num_noun_after,num_noun_before,theme_index,theme,freq,information_offer_s,response_demonstrative_o_s,response_demonstrative_x_s,question_depend_o_s,question_depend_x_s,lenS_s,general_s,context_s,UI3average_s,UI3average_diff_s,num_noun_after_s,num_noun_before_s,u_utte_len_after_s,u_utte_len_before_s,theme_index_s,cls
1902F4004_030,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.40000000000000036,4.375,85.7,0,7,6,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-0.42744466573573403,-0.6704689599364005,1.0034198256635931,-1.1040043965930506,0.9125581555709734,-0.04452619403019795,5
1902F4005_018,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-1.2000000000000002,5.445,94.155,0,7,9,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,-1.266123520861934,-0.6704689599364005,1.0034198256635931,-1.0772908871321036,1.1193097064636186,0.6393683174023739,5
1902F4005_062,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,18.045,83.82,0,3,9,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.266123520861934,-0.6704689599364005,0.05202200687669945,-0.7627205888069343,0.8665861962950214,0.6393683174023739,0
1902F4006_092,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.4000000000000004,8.629999999999999,39.11,0,0,4,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.475793234643484,-0.6704689599364005,-0.6615263572134708,-0.9977745061665747,-0.22671502669849278,-0.5004558683185791,0
1902F4007_031,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.20000000000000018,20.07,126.635,0,6,13,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,0.20156447560891652,-0.6704689599364005,0.7655703709668696,-0.7121646480046749,1.9135486624651696,1.5512276659791362,5
1902F4008_052,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.7999999999999998,6.414999999999999,142.505,0,7,8,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-0.8467840932988335,-0.6704689599364005,1.0034198256635931,-1.0530739673404041,2.3016204676297205,0.41140348025818324,5
1902F4008_068,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,-1.3999999999999995,4.0200000000000005,203.82999999999998,0,15,2,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.5073266989434643,-1.4757932346434832,-0.6704689599364005,2.9062154632373804,-1.1128672899188787,3.8012111073093724,-0.9563855426069603,5
1902F4009_077,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,1.0,15.805,61.92999999999999,0,4,4,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,1.0402433307351164,-0.6704689599364005,0.28987146157342286,-0.8186441973980755,0.331306308768114,-0.5004558683185791,0
1902F4010_037,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.42,52.635,0,3,15,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-0.008105238172633674,-0.6704689599364005,0.05202200687669945,-1.0529491378569418,0.10401409522025648,2.0071573402675176,0
1902F4010_056,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,1.0,6.805,49.800000000000004,0,4,6,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,1.0402433307351164,-0.6704689599364005,0.28987146157342286,-1.0433372676303394,0.03468935875891436,-0.04452619403019795,0
1902F4010_065,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-1.2000000000000002,10.834999999999999,28.509999999999998,0,5,6,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,-1.266123520861934,-0.6704689599364005,0.5277209162701463,-0.94272470395967,-0.4859186268714128,-0.04452619403019795,0
1902F4010_079,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,0.3999999999999999,3.7,69.35,0,4,8,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,0.4112341893904663,-0.6704689599364005,0.28987146157342286,-1.1208563768604702,0.5127488288891581,0.41140348025818324,0
1902F4011_050,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-1.2000000000000002,11.15,109.2,0,9,9,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,-1.266123520861934,-0.6704689599364005,1.4791187350570398,-0.9348604465015409,1.4872076465203714,0.6393683174023739,5
1902F4011_064,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.40000000000000036,9.235,107.12,0,12,8,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-0.42744466573573403,-0.6704689599364005,2.19266709914721,-0.9826701386676281,1.4363450532788928,0.41140348025818324,5
1902F6001_037,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.40000000000000036,7.215,33.555,0,2,13,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-0.42744466573573403,-0.6704689599364005,-0.18582744782002394,-1.0331012499864252,-0.3625523850909994,1.5512276659791362,0
1902F6001_085,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.7999999999999998,14.735,46.91,0,2,5,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,0.8305736169535661,-0.6704689599364005,-0.18582744782002394,-0.8453577068590225,-0.03598030204294798,-0.27249103117438855,0
1902F6002_045,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-2.0,6.3549999999999995,51.959999999999994,0,1,8,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-2.1048023759881334,-0.6704689599364005,-0.42367690251674733,-1.0545719211419526,0.08750820558660345,0.41140348025818324,0
1902F6002_075,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.3999999999999999,7.98,49.675000000000004,0,1,11,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,0.4112341893904663,-0.6704689599364005,-0.42367690251674733,-1.0140023390166828,0.03163271253046011,1.095297991690755,0
1902F7001_035,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,7.445,58.54,0,3,16,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.266123520861934,-0.6704689599364005,0.05202200687669945,-1.0273590937471562,0.24841006305243504,2.235122177411708,0
1902F7002_029,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.4000000000000004,6.720000000000001,45.305,0,1,8,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.475793234643484,-0.6704689599364005,-0.42367690251674733,-1.0454593688491995,-0.0752276396163004,0.41140348025818324,0
1902F7002_039,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,0.5999999999999996,8.33,28.904999999999998,0,0,18,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,0.6209039031720159,-0.6704689599364005,-0.6615263572134708,-1.0052642751743168,-0.4762596247894974,2.6910518517000894,0
1902F7002_083,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,7.62,87.24000000000001,0,6,1,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.266123520861934,-0.6704689599364005,0.7655703709668696,-1.0229900618259733,0.9502160371055299,-1.184350379751151,5
1902F7003_035,5.0,3.6,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.6,0.6000000000000001,7.62,171.76500000000001,0,11,13,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-1.2143713280475648,0.6209039031720164,-0.6704689599364005,1.9548176444504868,-1.0229900618259733,3.0171202167862905,1.5512276659791362,5
1902M2001_060,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.5999999999999996,6.5600000000000005,120.06,0,7,9,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-0.6371143795172833,-0.6704689599364005,1.0034198256635931,-1.0494539123199953,1.7527690708484762,0.6393683174023739,5
1902M3001_027,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-2.0,24.59,140.93,0,27,11,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,-2.1048023759881334,-0.6704689599364005,5.760408919598061,-0.5993187949546935,2.263106725151197,1.095297991690755,5
1902M3001_063,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,7.119999999999999,54.625,0,8,10,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.266123520861934,-0.6704689599364005,1.2412692803603165,-1.03547301017221,0.1526759031772481,0.8673331545465645,5
1902M4002_049,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.0,10.0,50.495000000000005,0,0,5,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.0564538070803837,-0.6704689599364005,-0.6615263572134708,-0.9635712276978856,0.05168431178911996,-0.27249103117438855,0
1902M4002_055,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,0.0,15.14,36.07,0,0,11,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,-0.008105238172633674,-0.6704689599364005,-0.6615263572134708,-0.8352465186985706,-0.3010526629745,1.095297991690755,0
1902M4002_085,5.0,3.4,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.4,0.19999999999999973,13.120000000000001,46.675000000000004,0,4,7,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-1.4500528710822653,0.20156447560891605,-0.6704689599364005,0.28987146157342286,-0.8856776300173677,-0.04172679695244177,0.18343864311399263,0
1902M4003_019,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.7999999999999998,6.9399999999999995,79.775,0,0,11,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,0.8305736169535661,-0.6704689599364005,-0.6615263572134708,-1.0399668715768555,0.7676731243422423,1.095297991690755,0
1902M5001_029,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,-1.0,9.185,163.72,0,15,3,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.5073266989434643,-1.0564538070803837,-0.6704689599364005,2.9062154632373804,-0.9839184335022517,2.8203944655229747,-0.7284207054627697,5
1902M5001_044,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.7999999999999998,10.355,25.565,0,3,4,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,0.8305736169535661,-0.6704689599364005,0.05202200687669945,-0.9547083343720576,-0.5579332120137948,-0.5004558683185791,0
1902M5002_047,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,0.0,47.405,80.535,0,0,7,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.5073266989434643,-0.008105238172633674,-0.6704689599364005,-0.6615263572134708,-0.029721861915904774,0.7862575334112439,0.18343864311399263,0
1902M5003_046,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.5999999999999996,17.735,132.57,0,7,8,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-1.6854629484250334,-0.6704689599364005,1.0034198256635931,-0.7704600167816011,2.058678225392177,0.41140348025818324,5
1902M5003_071,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,-1.0,11.445,53.705,0,4,4,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.5073266989434643,-1.0564538070803837,-0.6704689599364005,0.28987146157342286,-0.9274955069772611,0.13017898693582483,-0.5004558683185791,0
1902M7001_052,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-0.20000000000000018,9.925,126.94000000000001,0,1,14,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.9786897850128651,-0.21777495195418387,-0.6704689599364005,-0.42367690251674733,-0.9654436699498211,1.921006879262598,1.7791925031233269,0
1902M7002_048,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.7999999999999998,8.79,30.299999999999997,0,0,6,default,47,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.4290249752932906,0.4220180094675243,1.1605362869720675,-0.7430082419781646,-0.8467840932988335,-0.6704689599364005,-0.6615263572134708,-0.993779962695779,-0.442147452879948,-0.04452619403019795,0
1902F2001_008,8.0,4.8,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.8,0.39999999999999947,20.964999999999996,12.895000000000001,0,0,7,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,0.19971793016063577,0.4112341893904658,-0.6704689599364005,-0.6615263572134708,-0.6898201704649111,-0.8677548737299169,0.18343864311399263,0
1902F4001_049,8.0,4.4,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.4,-1.5999999999999996,11.225000000000001,157.645,0,14,5,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,-0.2716451559087639,-1.6854629484250334,-0.6704689599364005,2.668366008540657,-0.9329880042496053,2.671841458820099,-0.27249103117438855,5
1902F4001_065,8.0,4.4,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.4,-1.7999999999999998,43.135000000000005,142.17499999999998,0,7,6,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,-0.2716451559087639,-1.8951326622065836,-0.6704689599364005,1.0034198256635931,-0.13632624079276762,2.293550921586601,-0.04452619403019795,5
1902F4002_048,8.0,3.6,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.6,0.0,14.98,247.54000000000002,0,16,6,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,-1.2143713280475648,-0.008105238172633674,-0.6704689599364005,3.1440649179341036,-0.8392410621693664,4.870059160475254,-0.04452619403019795,5
1902F4004_058,8.0,3.0,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,-1.7999999999999998,24.849999999999998,105.39999999999999,0,7,10,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,-1.9214159571516654,-1.8951326622065836,-0.6704689599364005,1.0034198256635931,-0.5928276618146504,1.3942856011753622,0.8673331545465645,5
1902F4005_019,8.0,3.0,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,-0.7999999999999998,38.945,5.445,0,0,10,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,-1.9214159571516654,-0.8467840932988335,-0.6704689599364005,-0.6615263572134708,-0.24093334793423277,-1.04993098894579,0.8673331545465645,0
1902F4006_082,8.0,3.8,3, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.8,-0.6000000000000005,49.589999999999996,30.270000000000003,3,0,7,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,-0.9786897850128651,-0.6371143795172843,0.06853794077466097,-0.6615263572134708,0.024828622357150266,-0.4428810479747769,0.18343864311399263,0
1902F4008_030,8.0,3.6,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.6,-0.3999999999999999,29.125,158.35000000000002,0,2,8,default,19,-0.216467919002797,-0.2693671231363102,1.4494641672838096,-0.46861815763742426,-0.7912883820432716,-1.1979772682761074,-0.21807138882010113,0.09896763417648138,-1.2143713280475648,-0.4274446657357336,-0.6704689599364005,-0.18582744782002394,-0.48609845345432506,2.689080943548581,0.41140348025818324,5
