cls,freq,freq_1cls,ratio,agent_utterance,theme
2,8,8,1.0, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,エスエヌエス
2,5,5,1.0, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	,ゲーム
2,6,6,1.0, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,ゲーム
2,19,19,1.0, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,スポーツ
2,4,4,1.0, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,スポーツ
2,3,3,1.0, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。,休日
2,1,1,1.0, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。,休日
2,2,2,1.0, 散歩とかエサの心配とかしなくていいので、居てくれるだけで、「安心する」という人もいるようです。,休日
2,2,2,1.0, お子さんと遊ぶのは体力が必要で、大変ですよね。,休日
2,8,8,1.0, 学生時代で、楽しかったエピソードを教えてください・・,学校
2,5,4,0.8, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,旅行
2,4,4,1.0, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,映画
2,1,1,1.0, そうなんですか，では先程おすすめされたものをみんなに伝えてみますね！,映画
2,4,4,1.0, なまで演奏をきくと、迫力があって、感動するみたいですね！,音楽
2,8,8,1.0, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,食事
2,8,8,1.0, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,食事
3,10,1,0.1, はい、そうです。,default
3,7,1,0.14, なるほど、よくご存じですね・・,default
3,31,10,0.32, もう少し詳しく教えていただいていいですか。,default
3,5,1,0.2, そうですね。,default
3,13,1,0.08, 具体的には教えてもらえますか？,default
3,5,1,0.2, それのどういったところが好きなんですか？,default
3,3,1,0.33, どういったところが好きなんですか？,default
3,2,2,1.0, ほかには、ありますか？,default
3,17,2,0.12, 具体的にどういったものを買いますか？,エスエヌエス
3,15,1,0.07, 具体的になんのために利用していますか？,エスエヌエス
3,15,3,0.2, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
3,10,1,0.1, 使い心地はどうですか？,エスエヌエス
3,3,1,0.33, これは「おすすめ」というものはありますか？,エスエヌエス
3,13,4,0.31, おすすめの便利なきのうとかはありますか？,エスエヌエス
3,4,1,0.25, いつもはどんなジャンルのゲームをするんですか？,ゲーム
3,16,2,0.12, そのほか健康のために、気をつけていることはありますか？,スポーツ
3,5,3,0.6, なにかおすすめのスポーツ観戦はありますか？,スポーツ
3,3,1,0.33, 好きなスポーツはなんですか？,スポーツ
3,7,1,0.14, 最近スポーツはしましたか？,スポーツ
3,7,2,0.29, 競技はなにをご覧になりますか？,スポーツ
3,6,2,0.33, スポーツをする目的は何ですか？,スポーツ
3,16,1,0.06, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
3,13,1,0.08, さいきんドラマは見ましたか？,ドラマ
3,26,3,0.12, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,休日
3,29,2,0.07, 休日は家で過ごすほうが多いですか？外出することが多いですか？,休日
3,10,2,0.2, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
3,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
3,14,1,0.07, その時、どんなことをしたのですか？,学校
3,8,1,0.12, 今までの体験の中で、そのほか、楽しかったことはありますか？,学校
3,6,1,0.17, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
3,7,2,0.29, ほかにエピソードはありますか？,学校
3,5,2,0.4, 学生時代、たいへんだった体験はありますか？,学校
3,7,5,0.71, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学校
3,23,4,0.17, その旅先で何が一番楽しかったですか？,旅行
3,23,1,0.04, さいきん旅行には行きましたか？,旅行
3,10,3,0.3, 旅行はどこに行ったことがありますか？,旅行
3,5,2,0.4, その旅先で何かハプニングはありましたか!,旅行
3,16,4,0.25, ほかには何か面白いことはありましたか？,旅行
3,23,9,0.39, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
3,4,1,0.25, 旅行にはよく行かれますか？,旅行
3,11,3,0.27, 旅行に行くときはなにか目的はありますか？,旅行
3,3,2,0.67, 邦画が好きなんですか，おすすめの邦画ってありますか？,映画
3,4,2,0.5, では，もう一度見たい映画はありますか？,映画
3,4,1,0.25, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
3,11,3,0.27, 最近見た映画はありますか？,映画
3,5,2,0.4, 洋画が好きなんですか，おすすめの洋画ってありますか？,映画
3,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
3,1,1,1.0, 一番好きなシーンなどはありますか？,本
3,7,1,0.14, 本はよく読む方ですか？,本
3,22,2,0.09, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
3,3,2,0.67, おすすめの歌手やきょくってありますか？,音楽
3,6,1,0.17, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
3,14,1,0.07, カラオケは好きですか？,音楽
3,9,2,0.22, カラオケでよくなにをうたうのですか？,音楽
3,6,1,0.17, 最近音楽は聞きましたか？,音楽
3,4,1,0.25, カラオケに行くときはお友達と行きますか？,音楽
3,8,4,0.5, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
3,7,1,0.14, おすすめの曲はありますか？,音楽
3,15,1,0.07, からい食べものとはどんな食べものが好きですか？,食事
3,24,2,0.08, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,食事
3,7,1,0.14, どんなところに行きますか？和食ですか洋食ですか？,食事
4,3,2,0.67, どういったところが好きなんですか？,default
4,2,1,0.5, おすすめの漫画ってありますか？,アニメ・漫画
4,1,1,1.0, 最近アニメや漫画をよく見ますか？,アニメ・漫画
4,2,2,1.0, 見たことのあるものの中で一番好きなものはなんですか？,アニメ・漫画
4,15,1,0.07, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
4,10,7,0.7, 使い心地はどうですか？,エスエヌエス
4,13,1,0.08, おすすめの便利なきのうとかはありますか？,エスエヌエス
4,25,15,0.6, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,エスエヌエス
4,21,16,0.76, ショッピングで「アマゾン」などはよく利用しますか？,エスエヌエス
4,4,3,0.75, いつもはどんなジャンルのゲームをするんですか？,ゲーム
4,5,3,0.6, ゲームはよくする方なんですか？,ゲーム
4,2,1,0.5, 携帯ゲームかテレビゲームならどちらをしますか？,ゲーム
4,3,1,0.33, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？,ゲーム
4,5,3,0.6, 最近ハマっているゲームはありますか？,ゲーム
4,6,1,0.17, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,ゲーム
4,5,1,0.2, なにかおすすめのスポーツ観戦はありますか？,スポーツ
4,3,2,0.67, 好きなスポーツはなんですか？,スポーツ
4,7,2,0.29, 最近スポーツはしましたか？,スポーツ
4,7,3,0.43, 競技はなにをご覧になりますか？,スポーツ
4,6,4,0.67, スポーツをする目的は何ですか？,スポーツ
4,16,14,0.88, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
4,1,1,1.0, どんなスポーツをされましたか？,スポーツ
4,20,20,1.0, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,スポーツ
4,15,8,0.53, オリンピックは今までに見たことはありますか？,スポーツ
4,16,7,0.44, 日本で開催されるオリンピックを、見にいく予定はありますか？,スポーツ
4,1,1,1.0, 見るのが好きなんですね．最近はどこで見たんですか？,スポーツ
4,4,3,0.75, そうですか。テレビでの観戦はなされるんですか？,スポーツ
4,13,10,0.77, さいきんドラマは見ましたか？,ドラマ
4,4,2,0.5, 健康番組、とかトーク番組とか見られますか？,ドラマ
4,2,1,0.5, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,ドラマ
4,5,3,0.6, ドラマはよく見る方ですか？,ドラマ
4,1,1,1.0, では，おすすめのドラマは何ですか？よろしければ教えてください。,ドラマ
4,26,23,0.88, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,休日
4,29,27,0.93, 休日は家で過ごすほうが多いですか？外出することが多いですか？,休日
4,10,2,0.2, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
4,4,2,0.5, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
4,2,1,0.5, 人工知能を搭載した、アイボのようなロボットに興味はありますか？,休日
4,7,3,0.43, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,休日
4,1,1,1.0, 何をして遊ぶことが多いですか？,休日
4,2,2,1.0, お子さんとはよく公園で遊びますか？,休日
4,6,3,0.5, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
4,7,3,0.43, ほかにエピソードはありますか？,学校
4,5,1,0.2, 学生時代、たいへんだった体験はありますか？,学校
4,7,2,0.29, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学校
4,3,1,0.33, 最近、学校にはいきましたか？,学校
4,3,2,0.67, ほかにたいへんだったことはありますか？,学校
4,9,5,0.56, 学生時代、一番楽しかった学年はありますか？,学校
4,23,13,0.57, さいきん旅行には行きましたか？,旅行
4,10,7,0.7, 旅行はどこに行ったことがありますか？,旅行
4,16,8,0.5, ほかには何か面白いことはありましたか？,旅行
4,23,13,0.57, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
4,4,2,0.5, 旅行にはよく行かれますか？,旅行
4,11,5,0.45, 旅行に行くときはなにか目的はありますか？,旅行
4,4,4,1.0, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,旅行
4,15,9,0.6, 「温泉」などリフレッシュするためにいきますか？,旅行
4,4,2,0.5, では，もう一度見たい映画はありますか？,映画
4,4,2,0.5, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
4,11,3,0.27, 最近見た映画はありますか？,映画
4,5,2,0.4, 洋画が好きなんですか，おすすめの洋画ってありますか？,映画
4,3,2,0.67, では，最近どんな映画を見られたんですか？,映画
4,3,3,1.0, おすすめの映画ってありますか？,映画
4,2,2,1.0, 最近映画は見ましたか？,映画
4,7,4,0.57, 本はよく読む方ですか？,本
4,6,3,0.5, 最近本は読みましたか？,本
4,2,1,0.5, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？,本
4,22,19,0.86, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
4,6,5,0.83, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
4,14,9,0.64, カラオケは好きですか？,音楽
4,9,6,0.67, カラオケでよくなにをうたうのですか？,音楽
4,6,3,0.5, 最近音楽は聞きましたか？,音楽
4,4,2,0.5, カラオケに行くときはお友達と行きますか？,音楽
4,8,2,0.25, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
4,7,3,0.43, おすすめの曲はありますか？,音楽
4,2,2,1.0, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,音楽
4,6,3,0.5, コンサートとかには行きますか？,音楽
4,3,2,0.67, カラオケで歌ったりするのですか？,音楽
4,15,12,0.8, からい食べものとはどんな食べものが好きですか？,食事
4,24,22,0.92, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,食事
4,7,4,0.57, どんなところに行きますか？和食ですか洋食ですか？,食事
4,9,8,0.89, お友達とランチに行ったりしますか？,食事
4,17,13,0.76, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
4,10,9,0.9, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
4,30,30,1.0, 甘いものと、からいものどちらがお好きですか？,食事
4,23,19,0.83, なるほど、普段はどこでスイーツを買いますか？,食事
5,5,1,0.2, すごいですね！,default
5,58,3,0.05, ありがとうございました・・,default
5,47,20,0.43, なるほど。,default
5,8,5,0.62, そうですね・・ぜひ参考にさせていただきます。,default
5,9,5,0.56, すごいですね。,default
5,10,5,0.5, 楽しそうですね！,default
5,4,2,0.5, そうですね、わかります。,default
5,5,2,0.4, なるほど、面白そうですね！,default
5,6,1,0.17, ありがとうございます。参考にさせていただきます。,default
5,8,3,0.38, 素敵な趣味ですね。,default
5,7,5,0.71, なるほど、よくご存じですね・・,default
5,2,1,0.5, たのしそうですね。,default
5,19,10,0.53, 本当ですか！,default
5,3,1,0.33, よくご存じですね。,default
5,4,2,0.5, そうですか、なかなかですね。,default
5,16,7,0.44, なるほど、勉強になります・・,default
5,57,15,0.26, そうなんですね。,default
5,31,3,0.1, もう少し詳しく教えていただいていいですか。,default
5,18,1,0.06, ありがとうございます。,default
5,5,1,0.2, そうですね。,default
5,3,3,1.0, いいですね，とても興味深いです！,default
5,1,1,1.0, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,default
5,2,2,1.0, なるほど、そうなんですね・・,default
5,19,12,0.63, なるほど、そういうふうに利用されているのですね。,エスエヌエス
5,10,2,0.2, そうですか，いいものが見つかるといいですね．,エスエヌエス
5,1,1,1.0, いいですね．使ってみると面白そうですね！,エスエヌエス
5,1,1,1.0, 「エスエヌエス」のともだちと実際に、会ったことはありますか・・,エスエヌエス
5,2,1,0.5, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ
5,10,3,0.3, なるほど、健康的で、ステキですね・・,スポーツ
5,2,1,0.5, そういった番組も面白いですよね。,ドラマ
5,12,1,0.08, そとで過ごすときはスポーツをしたりしますか・・,休日
5,8,1,0.12, 今までの体験の中で、そのほか、楽しかったことはありますか？,学校
5,4,4,1.0, 貴重な体験をされましたね・・,学校
5,1,1,1.0, 面白かったんですね！,学校
5,5,2,0.4, すごい！面白い体験をされましたね!,旅行
5,1,1,1.0, なるほど，では私もチェックしておきますね！,映画
5,3,1,0.33, がっきは何を演奏するのですか。,音楽
5,10,3,0.3, とても楽しそうですね。,音楽
5,2,1,0.5, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽
5,8,1,0.12, どこで食べられたんですか・・,食事
5,8,1,0.12, そうですか、とても美味しそうですね・・,食事
5,4,2,0.5, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事
6,7,7,1.0, なるほど、それは面白そうですね。,default
6,3,3,1.0, そうなんですか．それでは一度独自で調べてみたいと思います．,default
6,6,6,1.0, それは面白そうですね。,default
6,4,4,1.0, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,default
6,3,3,1.0, それは大変ですよね。,default
6,2,2,1.0, そのスポーツのおすすめポイントを教えてください＾＾,スポーツ
6,3,3,1.0, そうですか。そのスポーツはテレビで鑑賞はされますか・・,スポーツ
6,4,4,1.0, それはたいへんでしたね。,学校
6,6,6,1.0, それはご活躍されたんですね・・,学校
6,4,4,1.0, それは面白い体験ですね！,学校
6,12,12,1.0, それは楽しい時間でしたね！,学校
6,5,3,0.6, その旅先で何かハプニングはありましたか!,旅行
6,14,14,1.0, それは、美味しそうですね。,旅行
6,4,4,1.0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,旅行
6,22,21,0.95, その旅先で美味しい食べ物はたべましたか・・,旅行
6,7,7,1.0, なるほど、それはリラックスできますね。,旅行
6,10,10,1.0, なるほど、それは素晴らしい経験ですね。,旅行
6,4,4,1.0, なるほど、それは面白そうですね！私も観てみたいです！,映画
6,1,1,1.0, なるほど、それは面白そうですね。今度知りあいにすすめてみます。,本
6,1,1,1.0, 具体的にどういう味か教えてください。,食事
6,11,11,1.0, なるほど、それは美味しそうですね・・,食事
7,128,128,1.0, なるほど、そうなんですね。,default
8,6,1,0.17, そのほかにおすすめのものはありますか？,default
8,2,1,0.5, そのほかで、おすすめのものはありますか？あったら教えてください．,default
8,2,1,0.5, おすすめの漫画ってありますか？,アニメ・漫画
8,1,1,1.0, おすすめのアニメってありますか？,アニメ・漫画
8,15,1,0.07, 具体的になんのために利用していますか？,エスエヌエス
8,15,11,0.73, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
8,10,2,0.2, 使い心地はどうですか？,エスエヌエス
8,3,2,0.67, これは「おすすめ」というものはありますか？,エスエヌエス
8,13,8,0.62, おすすめの便利なきのうとかはありますか？,エスエヌエス
8,25,10,0.4, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,エスエヌエス
8,21,5,0.24, ショッピングで「アマゾン」などはよく利用しますか？,エスエヌエス
8,5,2,0.4, ゲームはよくする方なんですか？,ゲーム
8,2,1,0.5, 携帯ゲームかテレビゲームならどちらをしますか？,ゲーム
8,3,2,0.67, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？,ゲーム
8,5,2,0.4, 最近ハマっているゲームはありますか？,ゲーム
8,6,5,0.83, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,ゲーム
8,1,1,1.0, 好きなゲームやおすすめのゲームってありますか？,ゲーム
8,5,1,0.2, なにかおすすめのスポーツ観戦はありますか？,スポーツ
8,7,4,0.57, 最近スポーツはしましたか？,スポーツ
8,7,2,0.29, 競技はなにをご覧になりますか？,スポーツ
8,16,1,0.06, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
8,15,7,0.47, オリンピックは今までに見たことはありますか？,スポーツ
8,16,9,0.56, 日本で開催されるオリンピックを、見にいく予定はありますか？,スポーツ
8,4,1,0.25, そうですか。テレビでの観戦はなされるんですか？,スポーツ
8,1,1,1.0, スポーツはよくするんですか？,スポーツ
8,13,2,0.15, さいきんドラマは見ましたか？,ドラマ
8,4,2,0.5, 健康番組、とかトーク番組とか見られますか？,ドラマ
8,2,1,0.5, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,ドラマ
8,5,2,0.4, ドラマはよく見る方ですか？,ドラマ
8,10,6,0.6, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
8,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
8,2,1,0.5, 人工知能を搭載した、アイボのようなロボットに興味はありますか？,休日
8,7,4,0.57, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,休日
8,6,2,0.33, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
8,7,2,0.29, ほかにエピソードはありますか？,学校
8,5,2,0.4, 学生時代、たいへんだった体験はありますか？,学校
8,3,2,0.67, 最近、学校にはいきましたか？,学校
8,3,1,0.33, ほかにたいへんだったことはありますか？,学校
8,9,3,0.33, 学生時代、一番楽しかった学年はありますか？,学校
8,23,8,0.35, さいきん旅行には行きましたか？,旅行
8,16,4,0.25, ほかには何か面白いことはありましたか？,旅行
8,23,1,0.04, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
8,4,1,0.25, 旅行にはよく行かれますか？,旅行
8,11,3,0.27, 旅行に行くときはなにか目的はありますか？,旅行
8,15,5,0.33, 「温泉」などリフレッシュするためにいきますか？,旅行
8,3,1,0.33, 邦画が好きなんですか，おすすめの邦画ってありますか？,映画
8,4,1,0.25, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
8,11,5,0.45, 最近見た映画はありますか？,映画
8,5,1,0.2, 洋画が好きなんですか，おすすめの洋画ってありますか？,映画
8,3,1,0.33, では，最近どんな映画を見られたんですか？,映画
8,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
8,7,2,0.29, 本はよく読む方ですか？,本
8,6,3,0.5, 最近本は読みましたか？,本
8,2,1,0.5, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？,本
8,8,2,0.25, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,音楽
8,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
8,3,1,0.33, おすすめの歌手やきょくってありますか？,音楽
8,14,4,0.29, カラオケは好きですか？,音楽
8,9,1,0.11, カラオケでよくなにをうたうのですか？,音楽
8,6,2,0.33, 最近音楽は聞きましたか？,音楽
8,4,1,0.25, カラオケに行くときはお友達と行きますか？,音楽
8,8,2,0.25, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
8,7,3,0.43, おすすめの曲はありますか？,音楽
8,6,3,0.5, コンサートとかには行きますか？,音楽
8,3,1,0.33, カラオケで歌ったりするのですか？,音楽
8,15,2,0.13, からい食べものとはどんな食べものが好きですか？,食事
8,7,2,0.29, どんなところに行きますか？和食ですか洋食ですか？,食事
8,9,1,0.11, お友達とランチに行ったりしますか？,食事
8,17,4,0.24, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
8,10,1,0.1, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
8,23,4,0.17, なるほど、普段はどこでスイーツを買いますか？,食事
9,13,1,0.08, 具体的には教えてもらえますか？,default
9,20,1,0.05, 具体的に教えてもらっていいですか？,default
9,80,8,0.1, それは一体どういった内容なんですか？,アニメ・漫画
9,4,1,0.25, そのゲームのどんなところが好きなんですか？,ゲーム
9,14,1,0.07, その時、どんなことをしたのですか？,学校
9,9,1,0.11, 学生時代、一番楽しかった学年はありますか？,学校
9,23,2,0.09, その旅先で何が一番楽しかったですか？,旅行
9,5,1,0.2, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,旅行
