name,POM_state,BASE_state,label
1902F4002_029,4.02183142934108,4.000161975133769,4.6
1902F4002_030,4.124755770816468,4.099757259618396,4.0
1902F4002_031,4.726741385749903,4.783585789103259,5.2
1902F4002_032,4.618562689111786,4.688346901761541,5.4
1902F4002_033,4.933882362077354,4.9961667073757585,4.2
1902F4002_034,5.0935544636902845,5.373191025952086,5.6
1902F4002_035,4.894379242666196,4.653928931435528,5.0
1902F4002_036,4.138625817382106,4.0999588815877654,3.6
1902F4002_037,4.856318753821546,4.90615717048708,5.0
1902F4002_038,4.4919720947391735,4.60434009464637,4.2
1902F4002_039,4.814184934957935,4.836307575695319,5.0
1902F4002_040,5.157883150976,5.142680847360827,5.2
1902F4002_041,4.269945543121932,4.100096260848873,4.2
1902F4002_042,4.977912365713333,5.115731207757216,3.8
1902F4002_043,4.876771109899777,4.894761374907583,3.8
1902F4002_044,4.056029503684232,3.983795833150804,3.6
1902F4002_045,4.082155183286266,4.25048599057244,3.6
1902F4002_046,3.997084797901962,3.9601686491895793,3.8
1902F4002_047,4.963529237666086,5.086835900854747,3.6
1902F4002_048,4.170610847635497,4.099152257698864,3.6
1902F4002_049,4.853576223883792,4.700884060472128,5.0
1902F4002_050,4.586922916454691,4.665486116679683,5.8
1902F4002_051,4.768796087198302,4.789591720227258,5.4
1902F4002_052,4.969128254077369,5.072400385077383,5.2
1902F4002_053,4.019424755142633,3.892478433620537,3.6
1902F4002_054,3.9747626495431554,3.925896535426157,3.6
1902F4002_055,4.126032057738659,4.101321671854343,4.0
1902F4002_056,4.064132649252967,4.204753540454101,4.0
1902F4002_057,5.001641000961638,5.1621643750811295,5.2
1902F4002_058,4.941303083167808,5.023027618173924,5.6
1902F4002_059,4.513481575132721,4.616906845255132,5.2
1902F4002_060,4.951346272194218,5.035357323041379,5.8
1902F4002_061,4.026783074044876,3.913318585716668,4.0
1902F4002_062,5.002861072437302,5.165235705053064,5.4
1902F4002_063,3.9915776271591534,3.804611055925154,3.4
1902F4002_064,4.3682280227994665,4.346349227402314,4.4
1902F4002_065,4.4193729847053485,4.558995118121596,3.8
1902F4002_066,4.966943560538669,5.073807795207999,4.4
1902F4002_067,4.131584812391919,4.055288699369297,3.4
1902F4002_068,4.038175339274393,4.02340298868351,3.8
1902F4003_001,3.9595568306981517,3.899602462576788,4.0
1902F4003_002,4.721918601938901,4.580789714797408,4.2
1902F4003_003,5.012701753912719,5.217876757229827,4.6
1902F4003_004,4.442044854394174,4.569751219565488,4.8
1902F4003_005,4.867562221467507,4.899135293486506,4.6
1902F4003_006,4.939450369449211,4.782417404198627,4.6
1902F4003_007,4.732827982797605,4.504319972038499,4.8
1902F4003_008,4.129864616118156,4.100363570274837,4.0
1902F4003_009,4.824172043326581,4.877668187321903,4.8
1902F4003_010,5.1329990028421,5.42905346442611,5.8
1902F4003_011,5.029215003583835,5.247963946475547,6.4
1902F4003_012,4.889671561514609,4.911203650565809,5.4
1902F4003_013,5.125526734389265,5.451113501876232,6.6
1902F4003_014,4.215396082599074,4.115200292654886,5.6
1902F4003_015,5.069128730411228,5.331017544421809,6.0
1902F4003_016,4.120229291747998,3.965739327207425,4.2
1902F4003_017,4.1251452817247145,4.100090528730673,4.0
1902F4003_018,4.125709916500622,4.100848244646359,4.0
1902F4003_019,4.96901609964051,5.091206238749304,5.4
1902F4003_020,4.501831467741199,4.608816728560303,5.0
1902F4003_021,4.941458287989104,5.014836040326895,3.8
1902F4003_022,4.778854734872805,4.807673268862676,5.2
1902F4003_023,4.673379898877182,4.725658959138113,4.8
1902F4003_024,4.987527691161174,4.959811223848567,5.8
1902F4003_025,4.672791726126498,4.722452887161576,5.4
1902F4003_026,3.9982809523341247,3.930861734021613,4.0
1902F4003_027,4.57638840661589,4.687021719487,4.2
1902F4003_028,4.956094993879588,5.06109867819088,2.4
1902F4003_029,4.019301390833497,3.8980795459331112,4.0
1902F4003_030,4.125931820669552,4.101242097587218,4.0
1902F4003_031,5.044357912155812,5.253394498805819,4.0
1902F4003_032,4.187245888734386,4.100600946472442,4.2
1902F4003_033,4.00359860913257,3.92905151473056,3.8
1902F4003_034,4.99506452007468,5.150054833882203,4.6
1902F4003_035,5.083958555238448,5.350991009098979,5.2
1902F4003_036,4.022873268406385,3.867489166469923,4.0
1902F4003_037,4.01773768809283,4.035326447180841,2.8
1902F4003_038,4.001777383104062,3.840876116899164,3.4
1902F4003_039,4.726211812337832,4.802333467180528,4.0
1902F4003_040,5.182845240563258,5.484730468355097,4.4
1902F4003_041,4.052300066920631,3.915790503103736,4.4
1902F4003_042,4.000388273367934,3.9147531063991945,3.4
1902F4003_043,3.971720059986396,3.921725436280977,3.8
1902F4003_044,4.582289710155274,4.693306129114827,5.0
1902F4003_045,5.060220701242684,5.306921073993031,4.4
1902F4003_046,4.025437189822034,3.875582540982122,3.8
1902F4003_047,5.186843789123855,5.434981210628751,5.2
1902F4003_048,4.044116420873603,3.9052290235923817,3.8
1902F4003_049,4.125160025185106,4.100293461090349,4.0
1902F4003_050,4.12511239383756,4.1001050046174745,4.2
1902F4003_051,4.549977396424668,4.660705995041374,2.2
1902F4003_052,4.880947541286948,4.911996868140381,4.6
1902F4003_053,4.991967692126197,5.157595440415305,5.2
1902F4003_054,4.962216785784021,5.0509078313322195,5.6
1902F4003_055,4.059537905639814,3.9603913339152967,4.0
1902F4003_056,4.6840399631409975,4.755439585873122,5.0
1902F4003_057,5.282676133470452,5.571677001979408,5.2
1902F4003_058,4.233649146978318,4.0704138331673745,3.8
1902F4003_059,3.95824127260482,3.66532321933268,3.2
1902F4003_060,4.699989841926971,4.774908932706946,4.4
1902F4003_061,5.220905780998357,5.520454461539806,5.2
1902F4003_062,4.5957101154067255,4.374939274952572,5.4
1902F4003_063,4.168786504998227,4.063744975805161,4.6
1902F4003_064,3.964329647712946,3.906150712001696,4.4
1902F4003_065,4.125162721108952,4.100226997231308,4.2
1902F4003_066,5.081277840501704,5.3455608284002745,5.0
1902F4003_067,4.990206240426082,5.118358698711043,6.0
1902F4003_068,4.799338672310916,4.825994347857988,4.0
1902F4003_069,4.009462891632173,3.929906252538192,3.6
1902F4003_070,4.8866751708522305,4.952974827638351,4.8
1902F4003_071,4.236425975823255,4.17906831709175,4.2
1902F4003_072,3.9787676143356006,3.9264774707199774,3.6
1902F4003_073,4.820605326738941,4.895300534166107,5.4
1902F4003_074,5.024937221691606,5.2269980807609695,5.4
1902F4003_075,4.060761320165073,3.941832777974664,4.0
1902F4003_076,3.986838039259779,3.944106039110304,4.0
1902M4001_001,4.530997912285683,4.429889072220002,4.0
1902M4001_002,4.529081005193372,4.425880243523208,4.4
1902M4001_005,5.00353433162403,5.188223321354202,5.2
1902M4001_006,4.73667234823244,4.77038893476988,5.2
1902M4001_007,4.855543255430442,4.873260424439561,4.6
1902M4001_008,4.0205952096612805,3.9351192519091027,3.8
1902M4001_009,4.788253344833279,4.636172490815683,4.4
1902M4001_010,4.13093524867024,4.09971805958846,4.4
1902M4001_011,4.801784626106174,4.855365819247188,5.4
1902M4001_012,4.602930657788675,4.659225400168281,6.0
1902M4001_013,4.998262848886765,5.153113826152209,5.6
1902M4001_014,4.8060296090536605,4.832350289085851,5.0
1902M4001_015,5.139336117869302,5.467053139527335,5.0
1902M4001_016,5.036339034431932,5.234205060681116,5.0
1902M4001_017,4.132085186381864,4.038332676204188,3.8
1902M4001_018,4.124888835856691,4.099794098955797,4.0
1902M4001_019,4.124825807195979,4.099748455593929,4.2
1902M4001_020,4.575868434965335,4.686208136983471,5.0
1902M4001_021,4.7733818735341265,4.80834778401711,5.6
1902M4001_022,5.3049631199170495,5.620606692710623,6.2
1902M4001_023,5.164698833513094,5.137622591296071,5.0
1902M4001_024,5.061236512170682,5.284241766074941,6.6
1902M4001_025,5.100841506236452,5.061781734950926,5.4
1902M4001_026,4.843293263809855,4.8684712863400215,6.2
1902M4001_027,4.56874284536367,4.363918079986552,4.6
1902M4001_028,4.133128812435705,4.315765660504384,5.0
1902M4001_029,4.046867951208354,4.036732453841991,3.6
1902M4001_030,5.1150567984157815,5.392142381098183,5.4
1902M4001_031,4.073946719317116,3.9547673514086377,3.8
1902M4001_032,4.276494326031794,4.208081381979461,3.2
1902M4001_034,4.1252812319311865,4.099827193444457,4.0
1902M4001_035,4.778424925151094,4.834841216524788,5.4
1902M4001_036,4.900358821115621,4.951579733126015,6.2
1902M4001_037,4.99941991235825,5.18019963338962,6.6
1902M4001_038,5.006654176990084,5.173802360191844,6.0
1902M4001_039,4.2274901075143925,4.137507413575634,3.6
1902M4001_040,5.394565314922271,5.653072936122321,6.0
1902M4001_041,5.1288569720835415,5.344761746801741,6.4
1902M4001_042,4.094529939029736,3.983904584669312,3.8
1902M4001_043,4.388165465558026,4.286500426501813,5.0
1902M4001_044,4.125804090379162,4.099920925103945,3.8
1902M4001_045,5.120761176017923,5.375858570131547,6.0
1902M4001_046,5.185298223219738,5.49909599312058,6.2
1902M4001_047,5.227819561207132,5.493021425094018,6.2
1902M4001_048,4.074604579403218,3.9509195551931735,3.8
1902M4001_049,4.9835917671729995,5.129553240094796,6.2
1902M4001_050,5.003946210107283,5.192126283120324,6.2
1902M4001_051,5.44135085935065,5.715347945631797,6.0
1902M4001_052,5.015992803491253,4.864910347427197,5.2
1902M4001_053,4.4195065984687885,4.274451069361779,4.8
1902M4001_054,4.12573413724509,4.099622749303828,4.2
1902M4001_055,4.227052813015456,4.433481551055449,4.8
1902M4001_056,4.986142885458138,5.1252418798420285,5.8
1902M4001_057,5.132729475958154,5.458565431087912,6.6
1902M4001_058,4.128726395203936,4.026135236446821,4.0
1902M4001_059,5.042577146783338,5.271970498486748,6.2
1902M4001_060,4.46327370899481,4.300575696992387,4.6
1902M4001_061,4.112714180431876,4.010820615737933,4.0
1902M4001_062,5.2476066947694555,5.5027701732599485,6.2
1902M4001_063,4.952697148301226,5.033093471963758,6.4
1902M4001_064,5.234481779926575,5.535581554407027,6.8
1902M4001_065,4.923679618950207,4.632260939809124,4.8
1902M4001_066,5.302475472576146,5.622576475512388,6.2
1902M4001_067,4.340701889503707,4.149479178089424,5.4
1902M4001_068,4.378462532694489,4.340951128176396,5.4
1902M4001_069,5.13723242474293,5.419991999489255,6.4
1902M4001_070,5.265187738289767,5.534269069712487,5.0
1902M4001_071,4.729544236307314,4.469552140513842,5.0
1902M4001_072,4.967530920382488,4.763480412679916,4.4
1902M4002_001,4.076376212056803,4.067382324315255,4.0
1902M4002_002,4.595679996871083,4.4893027885812025,4.2
1902M4002_003,4.89791325811492,4.950298516009196,4.8
1902M4002_004,4.798085638078172,4.826295883872918,4.4
1902M4002_005,4.987005095444844,5.120448040060043,4.6
1902M4002_006,4.614579595840157,4.406307339686917,3.6
1902M4002_007,5.015437009860625,5.028813089356773,5.0
1902M4002_008,4.565221406881942,4.3665593425438525,4.8
1902M4002_009,4.126774400576872,4.099648982010923,4.2
1902M4002_010,4.492509247459366,4.632562139386682,5.0
1902M4002_011,4.7954913343021115,4.817965723143108,5.4
1902M4002_012,4.581130272066777,4.645064365326516,4.0
1902M4002_013,4.411325648204585,4.55680442584328,4.8
1902M4002_014,4.807039523129074,4.84347175968972,4.0
1902M4002_015,4.148595563175704,4.3148696229247525,5.0
1902M4002_016,4.049939118312634,4.040821186121823,4.2
1902M4002_017,4.124763789730123,4.0997511397212465,4.0
1902M4002_018,4.124903037472531,4.099845086463507,4.0
1902M4002_019,4.475654685371639,4.622156879270049,5.0
1902M4002_020,4.186140315020319,4.3696157791933325,4.8
1902M4002_021,4.125087788300601,4.0999428735590255,4.2
1902M4002_022,4.671355737836108,4.7421016454981935,5.4
1902M4002_023,4.029727202332915,4.071266636203803,4.0
1902M4002_024,4.87710313921675,4.960511392869323,4.0
1902M4002_025,4.584279183834659,4.663269021435824,3.4
1902M4002_026,4.718047587257413,4.747904745125986,5.2
1902M4002_027,4.598679648399856,4.6587283120304415,3.2
1902M4002_028,4.715040369162136,4.7450208508826055,4.8
1902M4002_029,4.454677908700309,4.361292784584642,4.8
1902M4002_030,4.06394244731526,4.19192120094535,3.2
1902M4002_031,4.01673382136205,3.9920398871848213,4.0
1902M4002_032,4.681217545847101,4.5880562250046735,4.4
1902M4002_033,4.128516625272915,4.100008594743387,4.2
1902M4002_034,4.5424340721690335,4.655690147520767,2.8
1902M4002_035,4.274576153221116,4.459769159626411,5.6
1902M4002_036,4.814564939150656,4.851175093085782,5.8
1902M4002_037,4.072044442971513,4.021056380449823,4.0
1902M4002_038,4.193495048037978,4.404821920734003,5.0
1902M4002_039,4.037756682957853,4.0211087460089425,4.0
1902M4002_040,4.558600441195372,4.672219075235947,4.8
1902M4002_041,4.127347661073691,4.087272000784527,5.6
1902M4002_042,4.056532682999825,4.050888978094132,4.2
1902M4002_043,4.1248827376818635,4.099892837298248,4.0
1902M4002_044,4.125004887969533,4.099971742442712,4.2
1902M4002_045,4.721243249480648,4.7792638479977185,3.4
1902M4002_046,4.467137726371117,4.573998703929714,5.0
1902M4002_047,4.64569014675955,4.711885114950383,5.0
1902M4002_048,4.694178593749349,4.743002616704102,5.0
1902M4002_049,4.003300950641774,3.9363126959194648,4.0
1902M4002_050,4.188604891060874,4.207186402638416,3.8
1902M4002_051,4.729321548685797,4.7827349778857435,4.8
1902M4002_052,4.279074934171085,4.196906905841439,5.0
1902M4002_053,4.308051775743781,4.493072594751516,5.2
1902M4002_054,4.3783035040239024,4.541727034182342,3.8
1902M4002_055,4.016091925892108,3.9802152022716015,3.8
1902M4002_056,4.388127231732276,4.291311301642598,5.0
1902M4002_057,4.044310586407154,4.023135058779415,4.0
1902M4002_058,4.124859985595027,4.099873717720567,4.0
1902M4002_059,4.8676172709201815,4.920618699881056,5.4
1902M4002_060,4.993958824324353,5.163411496755369,5.4
1902M4002_061,4.19456947481654,4.110729711822551,4.6
1902M4002_062,4.883071579600052,4.938153043844051,5.6
1902M4002_063,4.109973951234425,4.0547016879052995,4.4
1902M4002_064,4.806781433837176,4.854463554542886,3.8
1902M4002_065,4.100739366037659,4.059959500323252,3.2
1902M4002_066,4.235417112204572,4.2457982489858965,3.4
1902M4002_067,4.483178009353,4.613082442855557,3.6
1902M4002_068,4.225442002267289,4.221006730783975,4.0
1902M4002_069,4.125086990718592,4.0997390968605005,4.0
1902M4002_070,4.4927959537716315,4.6330394743457255,4.8
1902M4002_071,4.649416260541216,4.713871137280041,5.0
1902M4002_072,4.175804726977526,4.162917860184357,4.2
1902M4002_073,4.8165482444484,4.8627825874609725,5.4
1902M4002_074,4.075709186326971,4.025797300269348,4.4
1902M4002_075,4.850940372455635,4.903419429211712,5.4
1902M4002_076,4.043806987105543,3.972649056433323,4.0
1902M4002_077,4.2735132665825954,4.207359943385857,4.4
1902M4002_078,4.125611307633746,4.100250463223418,4.2
1902M4002_079,3.9273137327126353,3.5873636123972266,3.4
1902M4002_080,4.474378788762261,4.658698452270374,5.2
1902M4002_081,4.178632184576401,4.361701104077638,5.6
1902M4002_082,4.965704315347051,5.081280430143899,6.4
1902M4002_083,4.386479446422521,4.26765975434744,5.0
1902M4002_084,4.1010483415162335,4.271008403867463,3.2
1902M4002_085,3.9922207280619024,3.951902809393407,3.4
1902M4002_086,4.018583498408248,3.9961094998918,4.0
1902M4002_087,4.623544214022182,4.733923471850349,5.2
1902M4002_088,4.613652964094882,4.671758116559602,4.8
1902M4002_089,4.08172448974929,4.060612228067994,4.0
