name,d,v,t,f,label,fusion_pred
1902F4001_022,4.100375038583932,4.097858175336587,4.1,4.074114120874371,4.0,4.1006861523818285
1902F4001_023,4.958261792070986,4.132769966290804,4.081627276858224,4.449035010602747,4.8,4.317881935057312
1902F4001_024,4.968308199687242,4.420602332349401,4.677566338171327,5.087605696127081,4.6,4.749364436474359
1902F4001_025,4.100333523983723,4.0992372351158926,4.1,4.07739190357476,4.2,4.1003919339836585
1902F4001_026,4.919731901245012,4.427767375109429,5.1372080589339575,4.92481509869251,5.4,4.821731812980341
1902F4001_027,5.053371245005646,4.836087990820952,5.102812655804291,5.1315932808461815,5.2,4.964178995063041
1902F4001_028,5.552406358348291,4.889701931341062,5.5395127333297625,5.594754690437805,5.8,5.420957365811324
1902F4001_029,4.5376787067213735,4.131870406795178,4.4555136487205615,4.24987635730779,4.2,4.11433753595434
1902F4001_030,5.382129668803068,4.8301515891056015,5.419658549792792,5.105616110863713,5.2,5.116576154882893
1902F4001_031,4.371175998934399,3.943068448244193,4.4555136487205615,4.0165411356568805,4.2,3.9212542764968377
1902F4001_032,4.196125289138733,4.492231939663673,4.45845190687118,4.265190705020712,4.8,4.257325477614124
1902F4001_033,4.376980775597294,4.239330827612746,4.4555136487205615,3.9954982367635363,4.0,4.035691161362373
1902F4001_034,4.100333523983723,4.100390203743916,4.1,4.082322423420462,4.0,4.100151063337655
1902F4001_035,4.100129199625377,4.101449039677422,4.1,4.068347450931559,4.0,4.100182242603974
1902F4001_036,5.1751414556629705,4.393830242301535,4.937942516910861,5.514329377556125,5.2,4.999622800641721
1902F4001_037,5.479996245732822,4.752376844615711,5.252799861925821,5.426650919636908,6.4,5.2435810717804525
1902F4001_038,4.541357215035075,4.084184794827912,4.4555136487205615,4.0163641668606544,4.2,3.9874906739197815
1902F4001_039,4.8226325406042205,4.759693999363307,4.800127394340438,4.748827072445262,4.0,4.702041698794698
1902F4001_040,5.369311483683179,4.577229548133282,5.511595798639816,5.42037011920974,5.4,5.240473819096256
1902F4001_041,5.183074479837477,5.013622510519221,5.392183767264353,5.010594025082819,5.6,5.216989548572811
1902F4001_042,4.54332201409362,3.990690089927037,4.4555136487205615,4.005741047747016,4.2,3.9450527669852984
1902F4001_043,4.100333523983723,4.099142815837631,4.1,4.083948235963893,4.0,4.100249642153011
1902F4001_044,4.740569652532568,4.728399396253263,5.047794779376359,5.03526969945119,3.6,4.925548443022159
1902F4001_045,4.5432326618538745,3.9176274516222187,4.4555136487205615,4.171697504329454,3.8,3.980313889600189
1902F4001_046,4.906369647832872,4.583403224726399,5.552455226634673,4.906063220975028,5.6,5.163231795839894
1902F4001_047,5.037764880562735,4.376782524679478,4.538778913937617,4.765790114033252,4.0,4.608170913440364
1902F4001_048,5.767811547630856,4.8671776014903685,6.003978710430928,5.270208702035745,6.0,5.463469976331098
1902F4001_049,4.376980775597294,4.1014051578402855,4.4555136487205615,4.097704281705608,4.4,4.017816987075379
1902F4001_050,4.379118128442205,3.966529920395031,4.4555136487205615,3.986116910232842,4.0,3.9203497022862592
1902F4001_051,4.371175998934399,4.209027635480748,4.4555136487205615,4.181864900720592,4.0,4.104118370486816
1902F4001_052,4.100129199625377,4.097254683105354,4.1,4.086155705088114,4.0,4.100327418956565
1902F4001_053,4.90613829739119,4.346906285444173,5.108201862512011,4.793428867862644,4.6,4.751354963884968
1902F4001_054,5.757654242281027,4.796665748312396,5.606046109009895,5.36185920597899,5.6,5.37679070881019
1902F4001_055,4.371175998934399,4.046371766097637,4.4555136487205615,4.121233835974011,4.2,4.002938261431924
1902F4001_056,6.307329279488485,5.033493832936197,6.196186974688906,5.4522557991945115,6.2,5.6292484733421695
1902F4001_057,4.533367770045259,4.296776985157732,4.4555136487205615,4.273635623176387,5.2,4.209163868415469
1902F4001_058,4.527323591534271,4.153725200439028,4.4555136487205615,4.099035400286216,4.2,4.052669837826814
1902F4001_059,4.100655531671624,4.097459468826384,4.1,4.09176758969681,4.0,4.100469475745934
1902F4001_060,4.925763817744838,4.526761110206911,5.0592939547496485,4.942595037749646,5.4,4.809381561569649
1902F4001_061,4.972688698530405,4.7073454020336785,5.024630894342006,5.306552651229174,5.6,4.880815393217711
1902F4001_062,4.8942327703411745,4.7419908275836535,5.131581346161468,4.997371180389268,5.6,4.9615802192625535
1902F4001_063,4.485631272267428,4.216422006950099,4.988417286434137,4.547763542152151,4.2,4.460780200636832
1902F4001_064,5.206118368608067,4.776769175410412,5.317486120263017,4.905656501473431,6.2,5.041667750181752
1902F4001_065,4.376980775597294,4.137965871785415,4.4555136487205615,4.013033386054967,4.4,3.999308895497266
1902F4001_066,5.775367525271868,4.981365181023499,5.6783696430738075,5.36663662858588,6.0,5.441177836642543
1902F4001_067,5.338751261266442,4.942597694789043,5.2053517131885485,5.037930744679793,5.8,5.027310549107816
1902F4001_068,4.746097595981994,4.183503592510236,4.48095990163541,4.820297901010228,4.8,4.63622184788979
1902F4001_069,4.505803142227604,4.13079678078509,4.4555136487205615,3.932959243619337,4.2,3.971600504327755
1902F4001_070,4.905815556005409,3.9684999359361486,4.081627276858224,4.435788595980451,4.0,4.2563421112815085
1902F4001_071,6.011019790027496,4.668983953923765,5.508548237459278,5.0340400959853095,5.0,5.236253049699161
1902F4001_072,4.364503160625533,3.9804203312442272,4.4555136487205615,3.9763512140022232,4.0,3.9219550540525634
1902F4002_001,4.5387554315624765,4.445639600533262,4.4555136487205615,4.131573587789763,4.2,4.209927199568451
1902F4002_002,5.4746359801374735,5.097255230072982,5.250246028241424,4.212681277244101,4.6,4.8440561910005435
1902F4002_003,4.847990385927422,4.537543486502268,4.938293224151066,4.624076493312488,5.2,4.689327465917216
1902F4002_004,5.114234116756117,5.3387078604145195,5.088062907857792,4.815881999851637,5.0,5.033083956781367
1902F4002_005,4.935280055744998,4.641246620393082,4.546429002110624,4.602043919504951,4.6,4.405009341464125
1902F4002_006,5.346518551134039,4.6354896734286815,5.43318615094891,4.719318471236398,4.8,4.980737838362542
1902F4002_007,4.429588130207002,4.534472224645445,4.4555136487205615,4.256597136444512,6.2,4.311975171433175
1902F4002_008,4.536393625424987,4.852185800406754,4.4555136487205615,4.314076518831461,6.0,4.524634618001949
1902F4002_009,4.0999533018408885,4.103787164737788,4.1,4.134019324868355,4.2,4.099932213266124
1902F4002_010,4.875312960142344,4.191827767250641,4.081627276858224,4.9120019414264044,5.0,4.452411999320038
1902F4002_011,5.2402065055110665,4.6146256405124815,5.25520401762341,4.797098659246255,5.4,4.933545774012466
1902F4002_012,5.102472060760267,4.7198381925172646,5.229545688894508,4.723757001815631,5.2,4.899214335793434
1902F4002_013,4.959165071924007,4.9282726835358215,5.157725239837643,4.511598919867297,5.2,4.9764946898736175
1902F4002_014,5.2484865554333755,4.888627596193753,5.632779542559852,4.647339731443829,5.2,5.0589399517554625
1902F4002_015,4.758896333768963,4.964324618273638,4.48095990163541,5.015254292658204,6.4,5.072583209592054
1902F4002_016,4.100333523983723,4.099558236436741,4.1,4.096568205213428,4.2,4.100002033965646
1902F4002_017,4.1001916912596394,4.0994644038247205,4.1,4.1022745867817125,4.2,4.099873612178588
1902F4002_018,4.991455764918852,4.452810758477848,4.960771706424367,4.991363677101847,4.8,4.812973948285203
1902F4002_019,5.1731853195091535,4.630833539822143,4.841035301040887,5.016055298450244,5.6,4.8856981417679455
1902F4002_020,4.099702288400352,4.097086194334763,4.1,4.0991066397399845,4.4,4.100274822283569
1902F4002_021,4.766394116163798,4.217885001685686,4.9809812972094045,4.261339104339526,5.6,4.545059279464282
1902F4002_022,5.1049328308436985,4.737785709903919,5.075634469784399,4.507486813341811,5.6,4.773055406754464
1902F4002_023,5.047442696681613,5.342349920288257,4.6687882092581185,4.216162345280454,6.2,4.6952279623568645
1902F4002_024,5.0042592235790435,4.839340412691429,5.685865761256168,4.862872154863947,6.2,5.103458490829313
1902F4002_025,5.245273225221423,4.899442158280039,5.177968824772957,4.779276631901749,6.0,4.979963239440767
1902F4002_026,4.6886791858746015,5.2111617646020605,4.48095990163541,4.970048328056151,6.0,5.110168713668523
1902F4002_027,5.147911062912907,4.857078158860388,5.7481284642329875,4.489627220092991,5.6,5.314723566054394
1902F4002_028,4.371175998934399,3.8906617373212464,4.4555136487205615,4.066659320193649,3.8,3.9179887222037983
1902F4002_029,4.371175998934399,3.9507614645315363,4.4555136487205615,4.217790073938507,4.6,4.000161975133769
1902F4002_030,4.0999905843265365,4.104813740525144,4.1,4.1118332687881605,4.0,4.099757259618396
1902F4002_031,4.856106703961016,5.216441330816791,4.73082997978967,4.5130752047548945,5.2,4.783585789103259
1902F4002_032,4.728219419894515,4.521587154525896,5.019305098040316,4.238828944391815,5.4,4.688346901761541
1902F4002_033,5.4513798975001935,5.041707852680611,5.106046118739858,4.7115715319754266,4.2,4.996166707375759
1902F4002_034,6.345486063547686,5.448449761931426,6.334036872884862,4.57603533484939,5.6,5.373191025952086
1902F4002_035,4.664013714541664,5.165115266969502,4.693037276393668,4.184686091804501,5.0,4.653928931435528
1902F4002_036,4.100333523983723,4.09925159640958,4.1,4.109885722760196,3.6,4.099958881587765
1902F4002_037,4.897225623426351,5.143664564188751,4.847987077350154,4.919035483162208,5.0,4.90615717048708
1902F4002_038,5.2213864514089225,5.088312910531265,4.637903696324486,4.581641431530973,4.2,4.60434009464637
1902F4002_039,5.141492299984384,5.1810908413582935,4.958211023879471,4.493597413679317,5.0,4.836307575695319
1902F4002_040,4.634986261833494,5.129160629622258,4.48095990163541,5.058780854576393,5.2,5.142680847360827
1902F4002_041,4.099959344355468,4.096966887399148,4.1,4.09661345143442,4.2,4.100096260848873
1902F4002_042,4.874892583132938,5.057256561823989,5.202165225988692,4.717185272304455,3.8,5.115731207757216
1902F4002_043,5.077450964829042,4.931050627834804,5.249235069837362,4.5749837842749566,3.8,4.894761374907583
1902F4002_044,4.345774927654496,3.9537228916780935,4.4555136487205615,4.177896967317231,3.6,3.9837958331508037
1902F4002_045,5.2140844450993535,5.042811746480884,4.224383174499157,4.634591609165934,3.6,4.25048599057244
1902F4002_046,4.376980775597294,3.9698184007195474,4.4555136487205615,4.0946103365904865,3.8,3.9601686491895793
1902F4002_047,5.746798048440144,5.14136074930982,5.358738850290526,4.5628592916833846,3.6,5.086835900854747
1902F4002_048,4.5401813882580635,4.197141421971106,4.4555136487205615,4.152450349240542,3.6,4.099152257698864
1902F4002_049,4.542053113373797,5.272857436839338,4.4555136487205615,4.273281891601764,5.0,4.700884060472128
1902F4002_050,4.816792672085443,4.729684658727536,4.800127394340438,4.60838517704349,5.8,4.665486116679684
1902F4002_051,5.312898767224897,4.699740015024284,5.090168090283751,4.46660636606143,5.4,4.789591720227258
1902F4002_052,5.499230148345778,5.540190936672271,5.577828671423938,4.394741457964749,5.2,5.072400385077383
1902F4002_053,4.379118128442205,4.055804788566388,4.4555136487205615,3.784748627022597,3.6,3.892478433620537
1902F4002_054,4.371175998934399,4.011705633089337,4.4555136487205615,3.9515450990456897,3.6,3.9258965354261566
1902F4002_055,4.1002135533606685,4.095962018899594,4.1,4.062402300847379,4.0,4.101321671854343
1902F4002_056,4.9114077806727385,5.405213617081111,3.866049730727618,4.887271408112519,4.0,4.204753540454101
1902F4002_057,5.784607380331939,5.176357993400111,5.6545892243021285,4.584712817430963,5.2,5.1621643750811295
1902F4002_058,5.080882964854278,4.82106205892123,5.346046498368741,4.423859316845507,5.6,5.023027618173924
1902F4002_059,4.834396398178527,4.578082137325629,4.892511526356915,4.340484310922381,5.2,4.616906845255132
1902F4002_060,5.527301837606339,4.824218859535233,5.706497003515563,4.482348357986279,5.8,5.035357323041379
1902F4002_061,4.379118128442205,3.8826677273202232,4.4555136487205615,4.0610771095994345,4.0,3.913318585716668
1902F4002_062,5.60912323571877,5.1484406393695465,5.767436417670794,4.568712275933871,5.4,5.165235705053064
1902F4002_063,4.956150209437042,4.683668003532585,3.7273161402310726,4.7736061434900146,3.4,3.8046110559251543
1902F4002_064,4.530869561355819,4.503117007665847,4.4555136487205615,4.326296576289875,4.4,4.346349227402314
1902F4002_065,4.676934073311477,4.665341659204059,4.880097075825581,4.376976217626688,3.8,4.558995118121596
1902F4002_066,5.093418586286483,4.987300368934469,5.754151856517818,4.600808063595841,4.4,5.0738077952079985
1902F4002_067,4.379118128442205,3.988423420872603,4.4555136487205615,4.305707106210095,3.4,4.055288699369297
1902F4002_068,4.364503160625533,3.955834028152319,4.4555136487205615,4.2694551994979335,3.8,4.02340298868351
1902F4003_001,4.3536326722853325,3.915842476701036,4.4555136487205615,3.9832172342952834,4.0,3.899602462576788
1902F4003_002,4.996205796274506,4.969041026723027,4.929677962966502,4.106972696128608,4.2,4.580789714797408
1902F4003_003,5.014335381901471,5.534710418494832,5.06474782430843,4.98850704320621,4.6,5.217876757229827
1902F4003_004,4.8158306814599126,4.300261540262385,4.800127394340438,4.960298501207436,4.8,4.569751219565488
1902F4003_005,4.867312747426989,4.25156131307088,5.218671849973101,5.357878773650153,4.6,4.899135293486506
1902F4003_006,5.258291129514899,4.878464495123155,5.427937351160551,4.274151737159871,4.6,4.782417404198627
1902F4003_007,4.543457833981268,4.698850312213125,4.4555136487205615,4.415884087912311,4.8,4.504319972038499
1902F4003_008,4.100481208603475,4.098091606935529,4.1,4.087251208041588,4.0,4.100363570274837
1902F4003_009,4.998211145505575,4.225936932543808,5.193422623452271,5.2241216534533415,4.8,4.877668187321903
1902F4003_010,5.482210802845994,4.824972597025919,5.6085076961313565,5.663336188858725,5.8,5.42905346442611
1902F4003_011,5.287112688905665,5.0763560172306015,5.417853491788732,5.061430442953856,6.4,5.247963946475547
1902F4003_012,4.994602100671163,4.5072763382055685,4.734819102554648,5.441332878095963,5.4,4.911203650565809
1902F4003_013,5.059745851234828,5.434404924333098,5.452309819348544,4.949087784281407,6.6,5.451113501876232
1902F4003_014,4.538935648610684,4.174072854949037,4.4555136487205615,4.208788029886495,5.6,4.115200292654886
1902F4003_015,5.242748847839201,5.2667657777584935,5.409552505030072,4.928497194505728,6.0,5.331017544421809
1902F4003_016,4.164908599097637,3.9650302081743085,4.48095990163541,4.183619466923747,4.2,3.965739327207425
1902F4003_017,4.100333523983723,4.100240293418193,4.1,4.086476659190467,4.0,4.100090528730673
1902F4003_018,4.100375038583932,4.097601688341244,4.1,4.0701927521226,4.0,4.100848244646359
1902F4003_019,5.179940411624868,4.361363777668021,5.454140998928783,5.363320238868873,5.4,5.091206238749304
1902F4003_020,4.990087583592708,5.19865119839758,4.43766313583318,5.065485898807943,5.0,4.608816728560303
1902F4003_021,5.191211648192605,5.068590845843429,4.854933366893907,5.047535146945571,3.8,5.014836040326895
1902F4003_022,5.115709929948207,4.694902535451595,5.022579523532955,4.893700185355828,5.2,4.807673268862676
1902F4003_023,4.7987393430908245,4.837559085594351,4.800127394340438,4.682040834265409,4.8,4.725658959138113
1902F4003_024,4.88916426674523,4.7017573041749925,5.1986660967175125,5.054530348059035,5.8,4.9598112238485665
1902F4003_025,4.904032098552415,4.655225408714041,4.929288231066934,4.64494011171769,5.4,4.722452887161576
1902F4003_026,4.371175998934399,4.078981020720657,4.4555136487205615,3.8886986144792632,4.0,3.930861734021613
1902F4003_027,4.833856751107723,4.763950451593847,4.800127394340438,4.668368546336088,4.2,4.687021719487
1902F4003_028,4.601614229597944,4.2765289346033,5.556764609781472,4.724524667316751,2.4,5.06109867819088
1902F4003_029,4.371175998934399,4.008788944671242,4.4555136487205615,3.8648321769320697,4.0,3.8980795459331112
1902F4003_030,4.100333523983723,4.09557560726666,4.1,4.067973845958521,4.0,4.101242097587218
1902F4003_031,5.539410233022274,4.793020673179488,5.3618169859011395,5.295662783399571,4.0,5.253394498805819
1902F4003_032,4.100129199625377,4.098175058561142,4.1,4.071887992309572,4.2,4.100600946472442
1902F4003_033,4.8762927869845285,4.9009025988016415,3.7094043503990974,4.978442580368972,3.8,3.9290515147305602
1902F4003_034,5.387474539497149,4.836366686763628,5.37204904437189,5.04201770080958,4.6,5.150054833882203
1902F4003_035,5.6994050579615445,5.107404871747971,5.6037995160049165,5.121099856093967,5.2,5.350991009098979
1902F4003_036,4.371175998934399,3.88720692773228,4.4555136487205615,3.9063093313652,4.0,3.867489166469923
1902F4003_037,5.051680696915863,5.029098223639222,3.873920276939438,4.859494453398542,2.8,4.035326447180841
1902F4003_038,3.5342624557049414,3.84873080864586,4.081627276858224,4.228153271446666,3.4,3.840876116899164
1902F4003_039,4.812815655507139,4.3531975832344365,5.151174465264772,4.779146913708952,4.0,4.802333467180528
1902F4003_040,5.994335112593403,5.097888771188462,5.8551117826451335,5.238922702557772,4.4,5.484730468355097
1902F4003_041,4.345774927654496,3.916778763525959,4.4555136487205615,4.0330647809685685,4.4,3.915790503103736
1902F4003_042,4.764648075402231,3.9722246954106426,3.9301572606909887,4.990818795996706,3.4,3.9147531063991945
1902F4003_043,4.376980775597294,3.87759056193366,4.4555136487205615,4.091481679787477,3.8,3.921725436280977
1902F4003_044,4.790980383195421,4.617036499615126,4.800127394340438,4.995561490158726,5.0,4.693306129114827
1902F4003_045,5.491761193688453,4.977930491707684,5.485552686760067,5.242659028103819,4.4,5.306921073993031
1902F4003_046,4.379118128442205,3.8877323521313913,4.4555136487205615,3.9344202208112367,3.8,3.875582540982122
1902F4003_047,5.852676853425818,5.116627877507376,5.866214502586272,5.11608038581544,5.2,5.434981210628752
1902F4003_048,4.371175998934399,3.9275781438501856,4.4555136487205615,3.9856741566193996,3.8,3.9052290235923817
1902F4003_049,4.100333523983723,4.098250569368903,4.1,4.086313815639455,4.0,4.100293461090349
1902F4003_050,4.100129199625377,4.0984780452650265,4.1,4.090426444010922,4.2,4.1001050046174745
1902F4003_051,4.796316188710847,4.226368994074632,4.978120911537308,4.90078068313008,2.2,4.660705995041374
1902F4003_052,4.84238171986429,4.67333155962875,5.004758622914304,5.146905732189741,4.6,4.911996868140381
1902F4003_053,5.050463590566868,4.589672356147969,5.573766343713019,4.951458748934323,5.2,5.157595440415305
1902F4003_054,5.276219529311646,4.720056635365679,5.022324505034451,5.198568870787009,5.6,5.05090783133222
1902F4003_055,4.379118128442205,3.90802419072856,4.4555136487205615,4.162766859514801,4.0,3.9603913339152967
1902F4003_056,5.094534291793251,4.601239113728665,4.969516418564665,5.054739276371596,5.0,4.755439585873122
1902F4003_057,6.016614456446185,5.12444708536373,5.9595412086370505,5.413370385120381,5.2,5.571677001979408
1902F4003_058,4.166362035209714,4.07834170433626,4.48095990163541,4.2587430495935,3.8,4.070413833167375
1902F4003_059,4.921429525707014,4.5914544065154566,3.5549837026112043,4.796237173300561,3.2,3.66532321933268
1902F4003_060,4.82166956478834,4.4287891353595565,5.0631897125872785,4.809739595686962,4.4,4.774908932706946
1902F4003_061,5.758402543265055,5.155676716645477,5.896809346683247,5.347858954993467,5.2,5.520454461539806
1902F4003_062,4.543818729304238,4.841076699363373,4.4555136487205615,4.0785009379684745,5.4,4.374939274952572
1902F4003_063,4.165521727135148,3.9158116987472362,4.48095990163541,4.335535130667898,4.6,4.063744975805161
1902F4003_064,4.345774927654496,3.8720790766968975,4.4555136487205615,4.055567045697886,4.4,3.906150712001696
1902F4003_065,4.100655531671624,4.099728430646047,4.1,4.107205471501189,4.2,4.100226997231308
1902F4003_066,5.262637679049488,5.083849355755666,5.55417527508485,5.053551391612844,5.0,5.3455608284002745
1902F4003_067,5.331982794004474,4.856816307266139,5.3584322136764415,4.981514097276289,6.0,5.118358698711043
1902F4003_068,4.924921768400399,4.253315343842755,5.2787244601033585,4.8129907865973305,4.0,4.825994347857988
1902F4003_069,4.371175998934399,3.8934627532727766,4.4555136487205615,4.097619352098802,3.6,3.9299062525381916
1902F4003_070,4.9377530541033465,4.783987024895673,5.121160902233617,4.892547867208429,4.8,4.952974827638351
1902F4003_071,4.546501499681362,4.3543580749063455,4.4555136487205615,4.157493729529326,4.2,4.17906831709175
1902F4003_072,4.348504472041949,3.900323922257044,4.4555136487205615,4.082966821361895,3.6,3.9264774707199783
1902F4003_073,5.3342519897184495,4.549932171289188,5.2593553687116135,4.696625652544376,5.4,4.895300534166107
1902F4003_074,5.521371500785252,4.94288721087914,5.517041528250922,5.009301685386415,5.4,5.2269980807609695
1902F4003_075,4.504357332801748,3.847419689235953,4.4555136487205615,4.157585339288172,4.0,3.9418327779746636
1902F4003_076,4.371175998934399,3.8625952943050703,4.4555136487205615,4.170901622532103,4.0,3.9441060391103036
1902M4001_001,4.528280520156642,4.986741027039448,4.4555136487205615,4.058506889846141,4.0,4.429889072220002
1902M4001_002,4.994530606812403,4.729708765218913,4.790424314056368,4.096633430997124,4.4,4.425880243523208
1902M4001_005,4.870150958576486,5.206464275471415,5.1771715555144056,5.129787751941089,5.2,5.188223321354202
1902M4001_006,4.88545827336731,4.734832340828832,4.8312253301609385,5.254890377280244,5.2,4.77038893476988
1902M4001_007,5.000142897397926,4.56471964553598,4.97063897153896,5.047229237312592,4.6,4.873260424439561
1902M4001_008,4.2442438039841734,3.996956309195345,4.4555136487205615,4.0050525251080815,3.8,3.935119251909103
1902M4001_009,5.156772757105647,4.912021661213715,4.9534172623928585,4.181349601004955,4.4,4.636172490815683
1902M4001_010,4.099959732162303,4.111594379659683,4.1,4.100996512625853,4.4,4.09971805958846
1902M4001_011,4.979379591858391,4.558630698916625,5.305394708353143,4.743302341326707,5.4,4.855365819247188
1902M4001_012,4.9895969410697045,4.687775556436024,4.9646388913963815,4.390925886512267,6.0,4.659225400168281
1902M4001_013,5.264343797474454,5.438159027675646,5.529373777161712,4.689226638750972,5.6,5.153113826152209
1902M4001_014,5.1646744338188615,5.2776867362698034,4.711594628191318,5.055753910191909,5.0,4.832350289085851
1902M4001_015,5.002525678426872,5.241741625340275,5.5867413590398725,4.939433019498722,5.0,5.467053139527335
1902M4001_016,5.768251645394702,4.942059499809407,6.256524310489078,4.4901305727237775,5.0,5.234205060681116
1902M4001_017,4.371175998934399,4.132300901069193,4.4555136487205615,4.114506661280041,3.8,4.038332676204188
1902M4001_018,4.0998347932549635,4.1021898569097095,4.1,4.1043551018577835,4.0,4.099794098955797
1902M4001_019,4.100068452629492,4.102383760839324,4.1,4.100663059658391,4.2,4.099748455593929
1902M4001_020,5.134660024878079,4.6350447508774835,5.006870554755085,4.391945507036321,5.0,4.686208136983472
1902M4001_021,4.88709058785379,4.569499320487019,5.00517614281051,5.036572969908718,5.6,4.80834778401711
1902M4001_022,5.440879388307224,5.505085105899321,5.736553368067824,4.983897353355881,6.2,5.620606692710623
1902M4001_023,4.9351280581559145,4.85089747834046,5.2512575178324905,4.689455795663544,5.0,5.137622591296071
1902M4001_024,6.048468848340978,5.372205384309611,5.753913888529272,4.704686116270773,6.6,5.284241766074941
1902M4001_025,5.3062009661579035,4.9823684862519135,5.016457502729775,4.726815328670934,5.4,5.061781734950926
1902M4001_026,4.826952378232959,5.117121373833316,4.793098286262269,4.973760627343614,6.2,4.8684712863400215
1902M4001_027,4.433828759447182,4.320219989062012,4.754310648189916,4.368643453853738,4.6,4.363918079986552
1902M4001_028,5.021145406760123,5.031016755946208,4.193878541677056,4.918758043734812,5.0,4.3157656605043835
1902M4001_029,4.371175998934399,4.149591971659105,4.4555136487205615,4.092525901088189,3.6,4.036732453841991
1902M4001_030,4.985270248460537,5.339244866943048,5.441793191880974,4.692270629745288,5.4,5.392142381098183
1902M4001_031,4.371175998934399,4.093616306890902,4.4555136487205615,3.943029087253559,3.8,3.9547673514086377
1902M4001_032,4.735617702918166,4.244384724820012,4.48095990163541,4.282667804195372,3.2,4.208081381979461
1902M4001_034,4.099859816026386,4.101460900005064,4.1,4.099740687138596,4.0,4.099827193444457
1902M4001_035,5.134173100637262,4.9987052168842725,5.248634382465416,4.373970761059311,5.4,4.834841216524788
1902M4001_036,5.243519184444058,5.291291244588306,4.8886353759299706,4.910007320505244,6.2,4.951579733126015
1902M4001_037,5.610002470543518,5.404576497240812,5.197897757309918,4.8954990529447615,6.6,5.18019963338962
1902M4001_038,5.739746278381653,4.889229236600106,5.891940880862678,4.592722750217412,6.0,5.173802360191844
1902M4001_039,4.366340500777214,4.313925482620775,4.4555136487205615,4.146387424062473,3.6,4.137507413575634
1902M4001_040,5.419035491159795,5.3605333852704735,5.8906529185562935,5.0052560068566665,6.0,5.653072936122321
1902M4001_041,6.252460420005349,5.872737693413852,6.025827447376063,4.642302523670459,6.4,5.344761746801741
1902M4001_042,4.541012196607286,4.082523105181335,4.4555136487205615,4.009309155684519,3.8,3.9839045846693124
1902M4001_043,4.694049780944266,4.6309591898080615,4.48095990163541,4.196555024740451,5.0,4.286500426501813
1902M4001_044,4.099692960359162,4.108143279194122,4.1,4.111450672946696,3.8,4.099920925103945
1902M4001_045,5.7258796025082885,5.203414527690281,5.6055089673238525,5.135072791507827,6.0,5.375858570131548
1902M4001_046,5.755314705008787,5.519641847093107,5.623139359316318,5.020410742406866,6.2,5.49909599312058
1902M4001_047,5.975679466177077,5.630154561932169,5.825644331559232,5.132624852225119,6.2,5.493021425094019
1902M4001_048,4.371175998934399,4.091173431505158,4.4555136487205615,3.9347579308412635,3.8,3.9509195551931735
1902M4001_049,5.5122057861847615,5.6150593043246975,4.972047728908378,5.038248191303427,6.2,5.129553240094796
1902M4001_050,5.6739153733728385,5.427437856486895,5.2228376929295734,4.8393255553564565,6.2,5.192126283120324
1902M4001_051,5.954758110242331,5.539244190492597,6.079395778833653,5.030264761794039,6.0,5.715347945631798
1902M4001_052,5.133218314965273,4.773011706331872,5.200880892046536,4.4241745322151225,5.2,4.864910347427197
