name,sys_utterance,user_utterance,UI3average,UI3average_diff,user_utterance_len
1902F6001_072, そうなんですか．私も独自に調べてみますね．,＊,3.8,1.0,1
1902F7003_024, そうなんですね。,一週間のうちて半分は出かけてると思います,5.4,-0.1999999999999993,20
1902F3002_042, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,＊,4.0,-0.7999999999999998,1
1902F4010_045, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,はい是非お勧めてください,5.2,-0.5999999999999996,12
1902F4011_030, そうなんですね．新しい知識が増えました！ありがとうございます！,＊,4.6,0.5999999999999996,1
1902F6002_026, そとで過ごすときはスポーツをしたりしますか・・,お外で乾かすことはありませんけれども健康のために大人のバレエを習ってますよ,5.4,0.0,37
1902F4011_045, そのきょくのどういうところが好きなんですか？,そうなんかね若い子が海から高知城に行きたいって言うかこういう夢がある若い子が小夢を持ってる感じがすごい元気が出る元気もらえる歌,5.6,0.5999999999999996,63
1902F4002_027, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,帰宅するための曲とかも家でも欠けたりしますね寝る前に必ずその話フルートをやっているのでそのフルートの曲を聴いています,5.6,-0.4000000000000004,58
1902F2002_060, そのほかで、おすすめのものはありますか？あったら教えてください．,今外関東出てこないで,3.0,-1.7999999999999998,10
1902F4003_015, そのほかにおすすめのものはありますか？,私が好きなのはアボカドとマグロの店も本当にわさび場で会えるだけなんですけどそれは結構津波で,6.0,0.4000000000000004,45
1902F7003_029, そのほか健康のために、気をつけていることはありますか？,そうですねも稽古といったらどの番組を見ても食べ物と運動っていうことになりますのでうーんと鏡の前でも弱ってきてると思うので目をぐるぐると回す運動とかと筋肉を鍛えるためにスクワットしたりとか色々とあの毎日習慣づけるようにはしてるんですけど時々忘れることもあります,5.8,1.7999999999999998,129
1902F4002_034, そのゲームのどんなところが好きなんですか？,上手い下手に関係なくと言うかその人のキャラクターがいっぱいで自分のキャラクターを選べるんですけどそのキャラクターの特徴がそのその人に合わせてその人が好きなやつが選べるだからすごく動画が早くできる人やったらそれにあったキャラクターだから作業が遅いので考えながらできるキャラクターを選んで無料な感じですねそこがいいです,5.6,1.3999999999999997,157
1902F7002_042, そのスポーツのおすすめポイントを教えてください＾＾,阪神が私大好きなんで選手の色々選手の応援歌を歌ってみたり相撲はもう楽しみながら見てるっていう感じです,6.4,0.4000000000000004,50
1902M5003_028, そのドラマのどういったところが好きなんですか？,ストーリーの都合で来てるところと主演の女優さんが好きです,5.2,1.0,28
1902F4004_037, そのドラマはどんな内容なんですか？,シェアハウスに住んでいる3人の男性の物語では3人が血液型に分かれているのでその血液型についてちょっと解説があるようなドラマのドラマで,5.2,-0.20000000000000012,66
1902M5003_045, その作曲者のどういうところが好きなんですか？,歌の世界泳ぐ知ってる先生だと思います歌詞がすごくよく出来ていて歌を歌う歌手にも会ってるそういった楽曲を作ってると思います,5.6,1.3999999999999997,60
1902F4010_043, その作者のどういったところが好きなんですか？,ま語り口調と言いますか文章が面白いところです,5.6,0.0,22
1902F4007_051, その旅先で何かハプニングはありましたか!,ハプニングというほどではないんですけどなんかうちの息子が手に入る前に一人だけちょっとこっちに来てねって言われてなんかいろいろ書かされて,6.0,0.4000000000000004,67
1902F4011_072, その旅先で何が一番楽しかったですか？,音声を転々どこを回って昨日こういうやつに入ったらスタンプを押してくれるんであれば色んな自然が見える温泉とかあって川辺とか景色が良かったねすごいよかったかな水とは違う温泉に変えて,5.4,0.6000000000000005,88
1902M4001_062, その旅先で美味しい食べ物はたべましたか・・,向こうの方は北海道の方と現地の人と毎年行くことによってその交流を深めることができたのでやはりその美味しいものとかというものを勧めしていただいたりとかそういう施設とかそういったことを案内していただいたりとかそういう交流深めることができたのが楽しかったですね,6.2,2.2,127
1902M4001_046, その時、どんなことをしたのですか？,前髪大変だったっていう名の兼業農家する上であろう研究の成果は何ゼミとして発表する時にどうしてもその研究に金属家庭でうまくいかない時とかまとまらないとかそういう時が非常に大変だったのは今でも思い出します,6.2,0.20000000000000012,100
1902F7003_042, その本のどういったところが好きなんですか？,あの子のことについて書いてるんですけどもうそれは中学生向きに書いてあるのでとても70のおばさんが中学生のわかりやすい中学生に向かって帰ってる本を読んでるんですけども士の先生これは良い事が帰ってるのですごく分かりやすく書いてあるので是非とも読んでくださいって勧められたのであのよんでますけれどもたくさんの中学生がその本を読んであの子をかけるようになったらどんなにいいかなって思います,6.2,0.20000000000000012,190
1902F3002_039, その歌手のどういうところが好きなんですか？,音楽聞いてて耳にすっと入ってくるって言うか音楽が好きで好きになることが多いですね曲から入る,5.4,0.20000000000000012,45
1902F3001_034, それではつぎの話題にうつりたいとおもいます。,＊,4.0,-0.7999999999999998,1
1902F3001_018, それでは少し「ゲーム」について話しましょう,普段忙しいので家を片付けたりお料理したり子供達と遊んだりしています,4.6,-0.20000000000000012,33
1902M4001_043, それでは少し「学校」について話しましょう！,＊,5.0,1.2000000000000002,1
1902F2001_049, それのどういったところが好きなんですか？,耳の聞こえない家族の物語で四人家族で一人だけ耳が聞こえてその女の子が耳の聞こえる聞こえない家族と耳の聞こえる時期の人をつなげていく歌でつなげていくものがかりがすごい好きです,6.2,0.20000000000000012,86
1902M4001_064, それは、美味しそうですね。,あの鐘をね直接そうなのお味噌の中に入れてそれを茹でたもので直接振る舞ってくれるんだけどそれがです僕が温まって美味しい店を読む声で魂への回答がかかるのかを混ぜてそれをお鍋にして食べちゃダメとかの日ですね,6.8,0.39999999999999947,100
1902F4003_011, それは「最近」食べられたんですか？,最近なんかの中だよ友達と日本酒の会っていうのは今やってましてそこであのを持ち寄ってそれのためたりしてます,6.4,0.6000000000000005,52
1902F4006_103, それはご活躍されたんですね・・,マイクラ馬の方に入ってたので手伝ったですか,3.8,-1.4000000000000004,21
1902F3001_057, それはたいへんでしたね。,具体的にはお祭り出るとかイベントのお手伝いをしたりとか家の子供達の送迎のお手伝いはしたかいろんな行事があるので時間のやりくりが大変でした,5.2,0.6000000000000005,68
1902M7001_035, それはどんな「内容」なんですか？,ノルウェーについての手順を説明書,4.0,-0.4000000000000004,16
1902M4002_027, それはなんていう作品なんですか？,題名はわからないです,3.2,-2.0,10
1902M5001_022, それは一体どういった内容なんですか？,マカロンクイーンっていうグループのその訂正する前の段階から始まるんですけどフレディマーキュリーがま若い時からまくる結成してそしてマスターのし上がっていくストーリーなんですけどその中でフレディマーキュリーのママバイセクシャルで悩んでたこととかそれともなって悩みだったりなんですかね楽しかったですよ,5.4,1.2000000000000002,147
1902F4011_037, それは大変ですよね。,でもお願いする時に出かける時とか行けない時の鐘,4.2,-0.39999999999999947,23
1902F4009_094, それは楽しい時間でしたね！,＊,3.8,-1.0,1
1902M4001_051, それは面白い体験ですね！,親の反対に1回生の時ですねやはり初めて実家を離れて違うところで生活する上で全然違う地域の人とは同級生とかといろいろ交流することなくなったとかって違うところの方と仲良くなって友達になることもできたのであの一番その刺激的で楽しかったのに変えても良いですね,6.0,-0.20000000000000012,125
1902F4004_073, それは面白そうですね。,面白いです楽しいです,5.2,0.0,10
1902F3002_045, それ以外が好きなんですか，どんなジャンルの映画が好きなんですか？,映画お菓子とかよく見てた映画トランスポーターシリーズってカードとかアクション系とか見てました,5.2,0.7999999999999998,46
1902F7003_018, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,そうです女は喋るほうがいいと思います家で一杯行くか決まってますから,6.0,0.20000000000000012,33
1902F7003_047, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,そうですね都美術館では時々行きますけれども美味しいものも時々は食べますけれども何かそういう風なことよりも植物例えば花咲いてる万博とか花と空とか自然のものを見るのが好きなので自然に触れたいっていう気持ちがもう特に歳が行けば行くほど自然に触れたいと思うようになって人と自然と動物って思ってるところがあるので気と話ししてあるとか話す言葉をかけたりとかそういう風なことをやっています,6.0,3.0,187
1902F3002_019, たのしそうですね。,＊,4.4,-0.39999999999999947,1
1902F4007_014, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,デパートの地下とかでたまに買ったりしますね持って帰って子供たちと一緒に食べたりとかしますねはい,5.2,0.4000000000000004,47
1902M3001_035, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？,そうでちょっと古いゲームなんですけどファイナルファンタジー10とかは何かまたやりたくなるゲーム,6.0,2.0,47
1902M5003_025, では，おすすめのドラマは何ですか？よろしければ教えてください。,入れたことあるんですけど今でいったらグッドワイフドラマが好きです,5.2,-0.20000000000000012,32
1902F2002_032, では，もう一度見たい映画はありますか？,もう一度見たい映画が韓国映画なんですけど7番房の奇跡っていう映画はとても良かったのでもう一度見たいなと思います,5.6,1.3999999999999997,55
1902M5003_035, では，最近どんな映画を見られたんですか？,最近は忙しくて DVD しか見てませんので映画が今行ってません,4.0,-0.20000000000000012,29
1902F7003_057, とても楽しそうですね。,楽しいでももう何もかも忘れて演歌の世界に浸ってます,6.2,0.0,25
1902F3001_013, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,＊,3.8,-2.2,1
1902F4006_030, どういったところが好きなんですか？,普段は平凡であまり何もできないのに電撃のことになったらすごくできるところが好きです,6.2,1.2000000000000002,41
1902F6001_022, どこで食べられたんですか・・,お家で食べますよお家で飲んで飲んで食べます,5.2,-0.5999999999999996,21
1902F7003_017, どんなところに行きますか？和食ですか洋食ですか？,和食と洋食っていうより値段が適当な所に行きますまあ1000円か2000円までのところにスパゲッティーの多いですねやっぱり家では食べられないようなのスパゲティ屋さんとかに行きます,5.8,0.7999999999999998,88
1902F6001_027, どんなスポーツをされましたか？,眠たいけど行くから案内しますよ11だけど,5.4,-0.1999999999999993,20
1902M4001_022, なにかおすすめのスポーツ観戦はありますか？,スポーツ観戦でしたらあのサッカーとかでしたらあの年間2人で試合する多いので何で見るあの時間帯も90分ぐらいで見れることが多いのか効率よく見れるので,6.2,0.6000000000000005,73
1902F6002_047, なまで演奏をきくと、迫力があって、感動するみたいですね！,倉敷肉だけじゃなくてどのジャンルの音楽も対応が一番だと思います,5.0,0.5999999999999996,31
1902F3001_062, なるほど、ありがとうございました。,＊,4.0,-1.2000000000000002,1
1902F3001_037, なるほど、そういうふうに利用されているのですね。,同級生の LINE グループがあるんですけどことみにたまに喋り出すとあっという間に100とか増えていることがある,5.8,0.39999999999999947,54
1902M4001_057, なるほど、そうなんですね。,やはりあの北海道の冬の北海道ですね寒いんですけれどやはりその雪景色とかそういった日本離れした風景が見れるって言った非常にその一度見てみるとその魅力と神様に取り憑かれて毎日行くぐらいの大自然を体験することがことができるのでそういった点では冬の北海道売ってたおすすめですね,6.6,0.7999999999999998,134
1902M5003_029, なるほど、そうなんですね・・,はいそうです,4.4,-0.7999999999999998,6
1902M3001_012, なるほど、その中でもおすすめのスイーツはありますか？,そうです最近よく好んで食べてるのがチョコレート効果っていうチョコレートでま香川が香川帰る量が非常に良いチョコレートです,5.8,-0.20000000000000012,59
1902M2001_067, なるほど、それはリラックスできますね。,春のリラックスできました,5.4,-0.1999999999999993,12
1902M4001_066, なるほど、それは素晴らしい経験ですね。,北海道の犬ぞりとかっていうの現地で直接見ることができては軽い症状のおよそメニューというのを実際見てみてこれはすごいなと思いました,6.2,1.4000000000000004,64
1902M5003_014, なるほど、それは美味しそうですね・・,はいとても美味しいです,3.8,-1.0,11
1902F2001_107, なるほど、それは面白そうですね。,＊,3.4,-0.6000000000000001,1
1902F4004_039, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,ありがとうございます是非進めてください,5.0,0.0,19
1902F7003_043, なるほど、それは面白そうですね。今度知りあいにすすめてみます。,＊,4.4,-1.7999999999999998,1
1902F2002_030, なるほど、それは面白そうですね！私も観てみたいです！,見てみてください,4.4,-1.1999999999999993,8
1902F7003_014, なるほど、よくご存じですね・・,いろいろと歳がいくとカロリーとか色々と血糖値とコレステロールのことが気になるのでそのことをやっぱりも考えています体にいい食べ物を取っていますいつも,5.6,0.1999999999999993,73
1902F4010_029, なるほど、健康的で、ステキですね・・,冬の間はそういった過ごし方もあります,5.0,-0.4000000000000004,18
1902F3001_039, なるほど、勉強になります・・,LINE だったらその時に旅行とかですぐ撮った写真をアップ出来たりとか PDF でもなんでもデータも簡単に作れるのでおすすめです,4.2,0.0,61
1902F4001_017, なるほど、普段はどこでスイーツを買いますか？,自分で食べるのは本当にスーパーで貨物のものではいただくものはなんかデパートとかで買っていただいたりします,5.4,0.4000000000000004,52
1902F4010_025, なるほど、面白そうですね！,冬は寒いのですが咳に良い季節の良い時ですと楽しいです,5.6,0.0,26
1902M4001_025, なるほど、面白そうですね，機会があればわたしも見てみたいです！,ありがとうございます,5.4,-1.1999999999999993,10
1902F4002_067, なるほど。,＊,3.4,-1.0000000000000004,1
1902F3002_047, なるほど，では私もチェックしておきますね！,＊,4.0,-2.0,1
1902F4008_061, はい、そうです。,港から小さい船に乗ってと少し10分ぐらいに行ったらイルカが集団できるところがあるのでそこで待ってると言うか画像も寄ってきてジャンプしたり一緒になって泳いだりとかしてくれます,5.2,1.6,86
1902M4002_067, ほかにたいへんだったことはありますか・・,＊,3.6,0.20000000000000012,1
1902F2001_091, ほかにたいへんだったことはありますか？,運動会のダンスの練習中に怪我で全然練習に参加できなかったことです,4.6,0.1999999999999993,32
1902M4001_049, ほかには、ありますか？,あのやはりの木大学画像大阪弁じゃないところ違うところに行ってたってそうよねんか全然違う地域でそこの地域とふれあいながら四年か全然違うところに充実したと思います,6.2,2.4000000000000004,79
1902F4007_055, ほかには何か面白いことはありましたか？,何々がイタリアで凄い色々絵画とかその遺跡とかを回って鹿児島実ジェラートが売ってたりとかするようなところとか女が本当に若かったので絵画とか見てもすごいなーって思ったんですけども今入ったらまた違うように感じるのかなまた行ってみたいなって思いますね,6.0,0.7999999999999998,121
1902F3002_077, ほかにエピソードはありますか？,それそれなんとかがすごいとこでもあると思うんですけどやっぱり夜とかになるのでそういう怖い話とか怪談,5.8,1.0,49
1902F4003_057, もう少し詳しく教えていただいていいですか。,城東高校3年生の時に出会ったお友達が同じ学校に行くのでその子と一緒に学園祭の支度をしようということで実に怒った声のやりたいなーっていうことに向かってやっているところがとても助かって,5.2,0.20000000000000012,90
1902M4001_037, もう少し詳しく教えてください。,情報が出たら今お伝えした映画とあと最近上映開始した愛の歌っていう映画は邦画なんですけども非常に音楽と合わせていないようなので一度お時間あれば見ていただけたらいいかなと考えてますね,6.6,0.39999999999999947,89
1902M5003_047, よくご存じですね。,そうですね,4.4,0.4000000000000004,5
1902F7003_041, よく読むんですか。いいですね。おすすめの作者や本はありますか？,私は今何時の勉強ってますのでポエムですね英語の勉強してるので歯に関する本が多いですね家の中からいろんな心をもらいますそれがすごく生きることに役立っていいと言えば何か無理なようにみんな思われますけれどもとてもわかりやすい子もいっぱいあるのでたった1行ですごく励まされる時もあります,6.0,1.5999999999999996,139
1902M5002_066, わたしも実際に、演奏をきいてみたいものです。,一度言ってください,4.4,-0.39999999999999947,9
1902M5003_060, オリンピックは今までに見たことはありますか？,そうですねテレビでしか見たことがないですけども見たことがあります,5.0,-0.5999999999999996,32
1902F7003_058, カラオケでよくなにをうたうのですか？,そうですね演歌の石川さゆりの津軽海峡冬景色とか本当にずっと昔流行った歌を何度も何度も同じ歌を歌っています新しい歌を覚えるのはちょっと苦手ですねだから毎回同じような歌になってますけれどもでもそれでも歌うことは楽しいです,5.8,-0.4000000000000004,108
1902F6001_062, カラオケで歌ったりするのですか？,だから昔の歌だけど,5.2,-0.39999999999999947,9
1902F7003_056, カラオケに行くときはお友達と行きますか？,3人で毎月一回入ってます声を出すのはとても体にいいので発散になるので声を大きな声を張り上げて立っています,6.2,0.0,52
1902F4011_047, カラオケは好きですか？,カラオケなうさっきも言ったよ歌うけどたまに9月2日の2月ではないけど行ったのかな,4.6,-0.20000000000000012,40
1902F6002_039, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,曲はそしてピアノ協奏曲のあたりかな,5.8,0.7999999999999998,17
1902F3002_028, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,風と繋がると思ったことないんですけど僕は理解できるのであればいいなと思いますけど,5.0,0.20000000000000012,40
1902M3001_031, ゲームはよくする方なんですか？,そうですね最近はちょくちょくしてますね,5.8,2.0,19
1902F7002_061, コンサートとかには行きますか？,ちょっと分かりにくかったですかもう一度お願いします,3.2,-1.7999999999999998,25
1902F3002_050, ショッピングで「アマゾン」などはよく利用しますか？,私はしないんですけど店がめちゃくちゃ行けます,4.8,0.7999999999999998,22
1902F4001_037, スポーツはするほうが好きですか？それとも見るほうが好きですか？,高山村芸能大会とかはテレビ見たり最近は特にあの全豪オープン行って来ました,6.4,1.2000000000000002,36
1902M5002_026, スポーツはよくするんですか？,得するということはしないかな,4.4,-1.0,14
1902F4007_020, スポーツをする目的は何ですか？,ホットヨガは1年ぐらい前からやってるんですけどももうそろそろちょっと運動しないとだめかなと思ってやり始めたんですけどすごく冷え性で困ってたのですけどそれが最近そういうのがなくなってきて体が結構真冬でもそんなに混まなくてよくなったので行って良かったなと思ってます,6.0,0.5999999999999996,130
1902F4002_038, ドラマはよく見る方ですか？,でも時間がないのでその朝の15分とか昼の15分だったら見てるのでそれはいますそれだけですねほとんど,4.2,-0.7999999999999998,49
1902F7001_072, 一度ネットワークにつなぐと、あとはラクなようですよ。,そうですか,2.4,0.7999999999999998,5
1902F4010_046, 一番好きなシーンなどはありますか？,神ですかな印象に残っているのは実際に自分がやった出雲大社ですとかあとこんぴらさん出るとかそういった有名な神社仏閣のお話がとても印象に残っています,5.2,0.0,72
1902M7002_080, 人工知能を搭載した、アイボのようなロボットに興味はありますか？,興味はあります,5.0,1.0,7
1902F4007_036, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,思ってるんだよねでもねもう眠ってどこかに眠ってて使ってたんですけど結構そうするとどっかに乗り上げて会ってかわいそうなことになってることが多かったのでずっと使ってないんだよね,6.4,2.4000000000000004,86
1902F7003_049, 今までいった「旅行」で特におすすめの場所はありますか？,私は自分の故郷が一番いいと思ってますから丹波の方ですけれどもふるさとの山を見るのが一番いい旅行だと思ってます今までのも入ったですけれども北海道もいいですね広くてのびのびといって言っとトワイライトで一晩中乗って北海道に行ったことがありますあれは良かったです,6.2,2.2,127
1902F6001_077, 今までの体験の中で、そのほか、楽しかったことはありますか？,楽しかったのではそんなに楽しいお友達とおしゃべりすることもなく楽しいのは卒業して何十年もなるから忘れちゃった,3.6,-0.19999999999999973,54
1902M3001_040, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,水上持ってないので遊んだことがないですね見たことしかない,4.4,-0.5999999999999996,28
1902F4007_019, 休日は家で過ごすほうが多いですか？外出することが多いですか？,外出することの方が多いですねあのホットヨガをやってますのでそのホットヨガに行ったりとかあとお友達に誘われてご飯食べに行ったりとかっていうことが結構多いですね,5.4,1.8000000000000005,78
