name,lenS,label,名詞,agent_utterance,dialogue_act,general,context,questionmark,depend_word,nod_word,information_offer,question_depend_o,question_depend_x,response_demonstrative_o,response_demonstrative_x,UI3average,UI3average_diff,u_utte_len_after,u_utte_len_before,num_noun_after,num_noun_before,theme_index,theme,freq,information_offer_n,response_demonstrative_o_n,response_demonstrative_x_n,question_depend_o_n,question_depend_x_n,lenS_n,general_n,context_n,UI3average_n,UI3average_diff_n,num_noun_after_n,num_noun_before_n,u_utte_len_after_n,u_utte_len_before_n,theme_index_n,cls
1902F4004_030,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.40000000000000036,4.375,85.7,0,7,6,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.3928571428571428,0.0,0.17500000000000002,0.011502201648413686,0.24105227503669419,0.2222222222222222,7
1902F4005_018,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-1.2000000000000002,5.445,94.155,0,7,9,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.25,0.0,0.17500000000000002,0.014522411651800838,0.26491757931579546,0.3333333333333333,7
1902F4005_062,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,18.045,83.82,0,3,9,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.25,0.0,0.07500000000000001,0.050087501411313094,0.23574573783448122,0.3333333333333333,7
1902F4006_092,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.4000000000000004,8.629999999999999,39.11,0,0,4,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.21428571428571425,0.0,0.0,0.023512476007677544,0.10954612171164053,0.14814814814814814,7
1902F4007_031,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.20000000000000018,20.07,126.635,0,6,13,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.5,0.0,0.15000000000000002,0.05580331940837756,0.3565964773625382,0.48148148148148145,7
1902F4008_052,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.7999999999999998,6.414999999999999,142.505,0,7,8,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.3214285714285715,0.0,0.17500000000000002,0.017260359038049,0.40139155470249527,0.2962962962962963,7
1902F4008_068,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,-1.3999999999999995,4.0200000000000005,203.82999999999998,0,15,2,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.5000000000000002,0.21428571428571444,0.0,0.375,0.010500169357570286,0.5744891046629784,0.07407407407407407,9
1902F4009_077,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,1.0,15.805,61.92999999999999,0,4,4,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.6428571428571428,0.0,0.1,0.0437648187873998,0.17395845094275714,0.14814814814814814,7
1902F4010_037,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.42,52.635,0,3,15,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.4642857142857143,0.0,0.07500000000000001,0.01727447216890595,0.1477221406796884,0.5555555555555556,7
1902F4010_056,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,1.0,6.805,49.800000000000004,0,4,6,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.6428571428571428,0.0,0.1,0.018361183244891048,0.13971999548379815,0.2222222222222222,7
1902F4010_065,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-1.2000000000000002,10.834999999999999,28.509999999999998,0,5,6,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.25,0.0,0.125,0.029736366715592186,0.07962628429490799,0.2222222222222222,7
1902F4010_079,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,0.3999999999999999,3.7,69.35,0,4,8,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.5357142857142857,0.0,0.1,0.00959692898272553,0.19490233713446992,0.2962962962962963,7
1902F4011_050,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-1.2000000000000002,11.15,109.2,0,9,9,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.25,0.0,0.225,0.030625493959579995,0.3073839900643559,0.3333333333333333,7
1902F4011_064,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.40000000000000036,9.235,107.12,0,12,8,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.3928571428571428,0.0,0.30000000000000004,0.02522016484136841,0.301512927627865,0.2962962962962963,7
1902F6001_037,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.40000000000000036,7.215,33.555,0,2,13,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.3928571428571428,0.0,0.05,0.01951845997516089,0.09386643332956984,0.48148148148148145,7
1902F6001_085,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.7999999999999998,14.735,46.91,0,2,5,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.6071428571428571,0.0,0.05,0.04074460878401265,0.13156260584848145,0.18518518518518517,7
1902F6002_045,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-2.0,6.3549999999999995,51.959999999999994,0,1,8,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.1071428571428572,0.0,0.025,0.01709100146776561,0.14581686801400023,0.2962962962962963,7
1902F6002_075,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.3999999999999999,7.98,49.675000000000004,0,1,11,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.5357142857142857,0.0,0.025,0.021677768996274136,0.13936716721237444,0.4074074074074074,7
1902F7001_035,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,7.445,58.54,0,3,16,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.25,0.0,0.07500000000000001,0.02016766399458056,0.16438974822174554,0.5925925925925926,7
1902F7002_029,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.4000000000000004,6.720000000000001,45.305,0,1,8,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.21428571428571425,0.0,0.025,0.01812126002032291,0.12703229084340073,0.2962962962962963,7
1902F7002_039,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,0.5999999999999996,8.33,28.904999999999998,0,0,18,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.5714285714285714,0.0,0.0,0.022665688156260588,0.08074122163260698,0.6666666666666666,7
1902F7002_083,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,7.62,87.24000000000001,0,6,1,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.25,0.0,0.15000000000000002,0.020661623574573785,0.24539911934063457,0.037037037037037035,7
1902F7003_035,5.0,3.6,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.6,0.6000000000000001,7.62,171.76500000000001,0,11,13,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.38461538461538475,0.5714285714285714,0.0,0.275,0.020661623574573785,0.48398159647736266,0.48148148148148145,7
1902M2001_060,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.5999999999999996,6.5600000000000005,120.06,0,7,9,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.3571428571428572,0.0,0.17500000000000002,0.017669639832900534,0.33803771028564983,0.3333333333333333,7
1902M3001_027,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-2.0,24.59,140.93,0,27,11,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.1071428571428572,0.0,0.675,0.06856158970305974,0.3969459184825562,0.4074074074074074,9
1902M3001_063,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.2000000000000002,7.119999999999999,54.625,0,8,10,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.25,0.0,0.2,0.019250310488878854,0.15333916676075424,0.37037037037037035,7
1902M4002_049,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.0,10.0,50.495000000000005,0,0,5,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.28571428571428575,0.0,0.0,0.027379473862481657,0.14168172067291412,0.18518518518518517,7
1902M4002_055,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,0.0,15.14,36.07,0,0,11,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.4642857142857143,0.0,0.0,0.041887772383425545,0.10096533815061536,0.4074074074074074,7
1902M4002_085,5.0,3.4,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.4,0.19999999999999973,13.120000000000001,46.675000000000004,0,4,7,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.3461538461538462,0.49999999999999994,0.0,0.1,0.03618606751721803,0.13089928869820483,0.25925925925925924,7
1902M4003_019,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.7999999999999998,6.9399999999999995,79.775,0,0,11,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.6071428571428571,0.0,0.0,0.018742237778028678,0.22432821497120925,0.4074074074074074,7
1902M5001_029,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,-1.0,9.185,163.72,0,15,3,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.5000000000000002,0.28571428571428575,0.0,0.375,0.02507903353279892,0.46127356892853116,0.1111111111111111,9
1902M5001_044,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,0.7999999999999998,10.355,25.565,0,3,4,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.6071428571428571,0.0,0.07500000000000001,0.02838150615332506,0.07131365022016486,0.14814814814814814,7
1902M5002_047,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,0.0,47.405,80.535,0,0,7,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.5000000000000002,0.4642857142857143,0.0,0.0,0.13295980580331943,0.22647341086146552,0.25925925925925924,7
1902M5003_046,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-1.5999999999999996,17.735,132.57,0,7,8,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.17857142857142871,0.0,0.17500000000000002,0.049212487298182235,0.37334876368973696,0.2962962962962963,7
1902M5003_071,5.0,4.2,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,-1.0,11.445,53.705,0,4,4,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.5000000000000002,0.28571428571428575,0.0,0.1,0.03145816868014001,0.15074235068307557,0.14814814814814814,7
1902M7001_052,5.0,3.8,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,3.8,-0.20000000000000018,9.925,126.94000000000001,0,1,14,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4230769230769231,0.42857142857142855,0.0,0.025,0.02716777689962742,0.3574573783448121,0.5185185185185185,7
1902M7002_048,5.0,4.0,0, なるほど。,oa,1.7407407407407407,36,0,0,1,0.0,0.0,0.0,0.0,1.0,4.0,-0.7999999999999998,8.79,30.299999999999997,0,0,6,default,47,0.0,0.0,1.0,0.0,0.0,0.010416666666666664,0.21698466142910589,0.4375,0.4615384615384616,0.3214285714285715,0.0,0.0,0.02396409619509992,0.08467878514169584,0.2222222222222222,7
1902F2001_008,8.0,4.8,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.8,0.39999999999999947,20.964999999999996,12.895000000000001,0,0,7,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.6153846153846154,0.5357142857142856,0.0,0.0,0.058329569831771476,0.035550976628655306,0.25925925925925924,2
1902F4001_049,8.0,4.4,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.4,-1.5999999999999996,11.225000000000001,157.645,0,14,5,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.5384615384615385,0.17857142857142871,0.0,0.35000000000000003,0.03083719092243424,0.4441261149373378,0.18518518518518517,9
1902F4001_065,8.0,4.4,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.4,-1.7999999999999998,43.135000000000005,142.17499999999998,0,7,6,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.5384615384615385,0.14285714285714296,0.0,0.17500000000000002,0.12090719205148473,0.4004600880659365,0.2222222222222222,9
1902F4002_048,8.0,3.6,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.6,0.0,14.98,247.54000000000002,0,16,6,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.38461538461538475,0.4642857142857143,0.0,0.4,0.04143615219600317,0.6978660946144294,0.2222222222222222,9
1902F4004_058,8.0,3.0,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,-1.7999999999999998,24.849999999999998,105.39999999999999,0,7,10,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.26923076923076933,0.14285714285714296,0.0,0.17500000000000002,0.0692954725076211,0.2966580106130744,0.37037037037037035,9
1902F4005_019,8.0,3.0,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,-0.7999999999999998,38.945,5.445,0,0,10,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.26923076923076933,0.3214285714285715,0.0,0.0,0.1090803883933612,0.014522411651800838,0.37037037037037035,2
1902F4006_082,8.0,3.8,3, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.8,-0.6000000000000005,49.589999999999996,30.270000000000003,3,0,7,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.4230769230769231,0.3571428571428571,0.07500000000000001,0.0,0.13912724398780627,0.08459410635655416,0.25925925925925924,2
1902F4008_030,8.0,3.6,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.6,-0.3999999999999999,29.125,158.35000000000002,0,2,8,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.38461538461538475,0.3928571428571429,0.0,0.05,0.08136219939031276,0.4461160663881677,0.2962962962962963,9
1902F7002_037,8.0,3.8,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.8,-1.0,23.83,48.144999999999996,0,3,16,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.4230769230769231,0.28571428571428575,0.0,0.07500000000000001,0.06641639381280344,0.1350485491701479,0.5925925925925926,2
1902F7003_030,8.0,3.6,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.6,-2.1999999999999997,32.095,190.025,0,17,8,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.38461538461538475,0.07142857142857156,0.0,0.42500000000000004,0.08974539911934065,0.5355227503669414,0.2962962962962963,9
1902M2001_017,8.0,5.4,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,5.4,0.6000000000000005,18.189999999999998,104.135,0,6,9,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.7307692307692311,0.5714285714285715,0.0,0.15000000000000002,0.05049678220616462,0.2930873885062663,0.3333333333333333,2
1902M2001_070,8.0,4.8,1, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.8,-0.40000000000000036,27.759999999999998,70.58500000000001,1,5,8,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.6153846153846154,0.3928571428571428,0.025,0.125,0.0775093146663656,0.19838828045613643,0.2962962962962963,2
1902M4001_060,8.0,4.6,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.6,-1.6000000000000005,5.745,127.875,0,25,6,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.5769230769230769,0.17857142857142855,0.0,0.625,0.015369199503217796,0.36009653381506157,0.2222222222222222,9
1902M4002_083,8.0,5.0,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,-1.4000000000000004,22.795,97.155,0,7,5,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.653846153846154,0.21428571428571425,0.0,0.17500000000000002,0.06349497572541495,0.27338545782996504,0.18518518518518517,9
1902M4003_071,8.0,3.4,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.4,0.7999999999999998,29.905,20.29,0,0,9,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.3461538461538462,0.6071428571428571,0.0,0.0,0.08356384780399685,0.056424297166083326,0.3333333333333333,2
1902M5003_044,8.0,4.2,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.2,-1.2000000000000002,26.825000000000003,103.605,0,9,6,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.5000000000000002,0.25,0.0,0.225,0.07487015919611609,0.29159139663542966,0.2222222222222222,9
1902M7001_025,8.0,3.0,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.3999999999999999,36.46,32.595,0,0,16,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.26923076923076933,0.5357142857142857,0.0,0.0,0.1020661623574574,0.09115671220503557,0.5925925925925926,2
1902M7002_050,8.0,4.4,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.4,-0.5999999999999996,24.265,46.49,0,3,8,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.5384615384615385,0.3571428571428572,0.0,0.07500000000000001,0.06764423619735804,0.1303771028564977,0.2962962962962963,2
1902M7002_079,8.0,4.0,0, 本当ですか！,oa,1.1875,15,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,-0.20000000000000018,42.08,58.010000000000005,0,3,2,default,19,0.0,0.0,1.0,0.0,0.0,0.041666666666666664,0.05492424242424243,0.175,0.4615384615384616,0.42857142857142855,0.0,0.07500000000000001,0.11792932144066841,0.1628937563509089,0.07407407407407407,9
1902F2001_011,23.0,5.0,1, 甘いものと、からいものどちらがお好きですか？,qw,1.0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,19.055,10.56,1,0,1,食事,30,0.0,0.0,0.0,0.0,1.0,0.19791666666666666,0.0,0.0,0.653846153846154,0.6428571428571428,0.025,0.0,0.05293835384441685,0.02896014451845998,0.037037037037037035,8
1902F2002_008,23.0,5.0,2, 甘いものと、からいものどちらがお好きですか？,qw,1.0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,22.94,13.834999999999999,2,0,1,食事,30,0.0,0.0,0.0,0.0,1.0,0.19791666666666666,0.0,0.0,0.653846153846154,0.6428571428571428,0.05,0.0,0.06390425652026648,0.03820424522976177,0.037037037037037035,8
