agent_utterance,UI3average,UI3average_diff,lenS,questionmark,context,general,0,1,2,3,4,5,cls
 そうなんですか．それでは一度独自で調べてみたいと思います．,2.8,-0.6000000000000001,33.0,0,3,1.0,-2.144040978417311,-0.6592004861474412,0.605404179884045,-0.9462240507213308,-0.4807246979027032,-0.41090254382412034,3
 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,4.8,2.0,48.0,1,7,1.0,0.3163501721161525,2.1958006256711995,1.7136243743938695,1.0568321522135,-0.258407166704305,-0.41090254382412034,7
 それでは少し「映画」について話しましょう,4.2,-0.5999999999999996,23.0,0,7,1.0,-0.4217671730438862,-0.6592004861474406,-0.1334092831225046,-0.9462240507213308,-0.258407166704305,-0.41090254382412034,3
 最近見た映画はありますか？,5.6,1.3999999999999997,16.0,1,3,1.0,1.3005066323295378,1.5369542152515128,-0.6505787072270893,1.0568321522135,-0.4807246979027032,-0.41090254382412034,5
 映画では洋画，邦画，それ以外のどれが好きですか？,5.2,-0.39999999999999947,28.0,1,2,1.0,0.8084284022228457,-0.439585016007545,0.23599744838077022,1.0568321522135,-0.5363040807023027,-0.41090254382412034,0
 洋画が好きなんですか，おすすめの洋画ってありますか？,6.2,1.0,28.0,1,3,1.0,2.0386239774895776,1.0977232749717223,0.23599744838077022,1.0568321522135,-0.4807246979027032,-0.41090254382412034,5
 それは一体どういった内容なんですか？,6.0,-0.20000000000000015,22.0,1,7,1.25,1.792584862436231,-0.21996954586765036,-0.2072906294231596,1.0568321522135,-0.258407166704305,-0.09695599069027598,0
 それのどういったところが好きなんですか？,6.2,0.20000000000000015,20.0,1,4,1.0,2.0386239774895776,0.21926139441214082,-0.3550533220244695,1.0568321522135,-0.42514531510310366,-0.41090254382412034,5
 なるほど、それは面白そうですね！私も観てみたいです！,4.2,-2.0,30.0,0,3,1.0,-0.4217671730438862,-2.196508777126709,0.38376014098208017,-0.9462240507213308,-0.4807246979027032,-0.41090254382412034,1
 では，もう一度見たい映画はありますか？,5.0,0.7999999999999998,21.0,1,4,1.0,0.5623892871694991,0.8781078048318267,-0.2811719757238145,1.0568321522135,-0.42514531510310366,-0.41090254382412034,0
 もう少し詳しく教えていただいていいですか。,5.2,0.20000000000000015,24.0,0,25,1.8235294117647056,0.8084284022228457,0.21926139441214082,-0.059527936821849654,-0.9462240507213308,0.7420217236884868,0.6232743370873666,8
 すごいですね。,3.8,-1.4000000000000004,7.0,0,7,1.2857142857142858,-0.9138454031505794,-1.537662366707023,-1.315510823932984,-0.9462240507213308,-0.258407166704305,-0.05210648309972667,1
 「映画館」か「テレビ」かどちらでよく映画をみますか？,4.8,1.0,29.0,1,4,1.0,0.3163501721161525,1.0977232749717223,0.30987879468142515,1.0568321522135,-0.42514531510310366,-0.41090254382412034,5
 なるほど、そうなんですね。,3.8,-1.0,13.0,0,81,4.413793103448277,-0.9138454031505794,-1.098431426427232,-0.8722227461290543,-0.9462240507213308,3.8544671604660614,3.8760917679345828,2
 ありがとうございました・・,3.8,0.0,13.0,0,26,2.0,-0.9138454031505794,-0.00035407572775476577,-0.8722227461290543,-0.9462240507213308,0.7976011064880865,0.844883668711257,9
 それでは少し「音楽」について話しましょう！,4.0,0.20000000000000015,25.0,0,14,1.0,-0.6678062880972329,0.21926139441214082,0.014353409478805312,-0.9462240507213308,0.13064851289289184,-0.41090254382412034,3
 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.8,0.7999999999999998,38.0,1,2,1.0,0.3163501721161525,0.8781078048318267,0.9748109113873199,1.0568321522135,-0.5363040807023027,-0.41090254382412034,7
 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.4,0.6000000000000005,33.0,1,2,1.0,1.0544675172761924,0.658492334691932,0.605404179884045,1.0568321522135,-0.5363040807023027,-0.41090254382412034,7
 具体的に教えてください？,5.8,0.39999999999999947,15.0,1,2,1.0,1.5465457473828845,0.4388768645520355,-0.7244600535277443,1.0568321522135,-0.5363040807023027,-0.41090254382412034,0
 その歌手のどういうところが好きなんですか？,3.6,-2.2,22.0,1,5,1.0,-1.1598845182039255,-2.4161242472666045,-0.2072906294231596,1.0568321522135,-0.36956593230350415,-0.41090254382412034,6
 そうなんですね。,3.8,0.19999999999999973,8.0,0,35,2.4782608695652173,-0.9138454031505794,0.21926139441214035,-1.2416294776323291,-0.9462240507213308,1.2978155516844825,1.4454770747064374,9
 素敵な趣味ですね。,3.6,-0.19999999999999973,11.0,0,6,1.1428571428571428,-1.1598845182039255,-0.21996954586764988,-1.0199854387303642,-0.9462240507213308,-0.3139865495039046,-0.23150451346192363,3
 カラオケは好きですか？,4.4,0.8000000000000003,11.0,1,9,1.0769230769230769,-0.1757280579905396,0.8781078048318272,-1.0199854387303642,1.0568321522135,-0.14724840110510592,-0.3143036043983221,0
 カラオケでよくなにをうたうのですか？,4.4,0.0,18.0,1,3,1.0,-0.1757280579905396,-0.00035407572775476577,-0.5028160146257794,1.0568321522135,-0.4807246979027032,-0.41090254382412034,0
 具体的にはどういったものですか？,4.6,0.1999999999999993,18.0,1,13,1.1875,0.07031105706280591,0.21926139441213988,-0.5028160146257794,1.0568321522135,0.07506913009329227,-0.17544262897373708,0
 とても楽しそうですね。,3.8,-0.7999999999999998,12.0,0,7,1.25,-0.9138454031505794,-0.8788159562873363,-0.9461040924297093,-0.9462240507213308,-0.258407166704305,-0.09695599069027598,1
 そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,2.8,-1.0,91.0,1,6,1.0,-2.144040978417311,-1.098431426427232,4.8905222653220335,1.0568321522135,-0.3139865495039046,-0.41090254382412034,4
 なるほど、そうなんですね。,3.8,1.0,13.0,0,81,4.413793103448277,-0.9138454031505794,1.0977232749717223,-0.8722227461290543,-0.9462240507213308,3.8544671604660614,3.8760917679345828,2
 ありがとうございました・・,3.8,0.0,13.0,0,26,2.0,-0.9138454031505794,-0.00035407572775476577,-0.8722227461290543,-0.9462240507213308,0.7976011064880865,0.844883668711257,9
 さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,4.8,1.0,42.0,1,10,1.0,0.3163501721161525,1.0977232749717223,1.2703362965899396,1.0568321522135,-0.09166901830550638,-0.41090254382412034,7
 「エスエヌエス」を利用して、何か面白かったことはありますか・・,5.2,0.4000000000000004,30.0,0,4,1.0,0.8084284022228457,0.43887686455203656,0.38376014098208017,-0.9462240507213308,-0.42514531510310366,-0.41090254382412034,8
 なるほど、そういうふうに利用されているのですね。,4.0,-1.2000000000000002,25.0,0,4,1.1176470588235294,-0.6678062880972329,-1.3180468965671275,0.014353409478805312,-0.9462240507213308,-0.42514531510310366,-0.26316298940819355,1
 具体的になんのために利用していますか？,5.0,1.0,22.0,1,4,1.0,0.5623892871694991,1.0977232749717223,-0.2072906294231596,1.0568321522135,-0.42514531510310366,-0.41090254382412034,5
 なるほど、勉強になります・・,4.2,-0.7999999999999998,17.0,0,13,1.3333333333333333,-0.4217671730438862,-0.8788159562873363,-0.5766973609264344,-0.9462240507213308,0.07506913009329227,0.007692860354338701,1
 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.6,-0.6000000000000001,29.0,1,6,1.25,-1.1598845182039255,-0.6592004861474412,0.30987879468142515,1.0568321522135,-0.3139865495039046,-0.09695599069027598,6
 なるほど、そうなんですね。,4.0,0.3999999999999999,13.0,0,81,4.413793103448277,-0.6678062880972329,0.438876864552036,-0.8722227461290543,-0.9462240507213308,3.8544671604660614,3.8760917679345828,2
 これは「おすすめ」というものはありますか？,3.2,-0.7999999999999998,21.0,1,3,1.0,-1.651962748310618,-0.8788159562873363,-0.2811719757238145,1.0568321522135,-0.4807246979027032,-0.41090254382412034,6
 おすすめの便利なきのうとかはありますか？,3.6,0.3999999999999999,21.0,1,3,1.0,-1.1598845182039255,0.438876864552036,-0.2811719757238145,1.0568321522135,-0.4807246979027032,-0.41090254382412034,6
 なるほど、勉強になります・・,4.0,0.3999999999999999,17.0,0,13,1.3333333333333333,-0.6678062880972329,0.438876864552036,-0.5766973609264344,-0.9462240507213308,0.07506913009329227,0.007692860354338701,3
 ショッピングで「アマゾン」などはよく利用しますか？,3.0,-1.0,26.0,1,10,1.0,-1.8980018633639648,-1.098431426427232,0.08823475577946027,1.0568321522135,-0.09166901830550638,-0.41090254382412034,6
 そうなんですね。,3.8,0.7999999999999998,8.0,0,35,2.4782608695652173,-0.9138454031505794,0.8781078048318267,-1.2416294776323291,-0.9462240507213308,1.2978155516844825,1.4454770747064374,9
 それでは少し「学校」について話しましょう！,4.0,0.20000000000000015,25.0,0,8,1.0,-0.6678062880972329,0.21926139441214082,0.014353409478805312,-0.9462240507213308,-0.2028277839047055,-0.41090254382412034,3
 学生時代、一番楽しかった学年はありますか？,5.0,1.0,29.0,1,3,1.0,0.5623892871694991,1.0977232749717223,0.30987879468142515,1.0568321522135,-0.4807246979027032,-0.41090254382412034,5
 その時、どんなことをしたのですか？,5.4,0.4000000000000004,18.0,1,8,1.0769230769230769,1.0544675172761924,0.43887686455203656,-0.5028160146257794,1.0568321522135,-0.2028277839047055,-0.3143036043983221,0
 それは楽しい時間でしたね！,4.2,-1.2000000000000002,15.0,0,9,1.0909090909090908,-0.4217671730438862,-1.3180468965671275,-0.7244600535277443,-0.9462240507213308,-0.14724840110510592,-0.29674016086635885,1
 ほかにエピソードはありますか？,6.0,1.7999999999999998,15.0,1,5,1.0,1.792584862436231,1.9761851555313037,-0.7244600535277443,1.0568321522135,-0.36956593230350415,-0.41090254382412034,5
 それはご活躍されたんですね・・,4.0,-2.0,17.0,0,5,1.0,-0.6678062880972329,-2.196508777126709,-0.5766973609264344,-0.9462240507213308,-0.36956593230350415,-0.41090254382412034,1
 運動会や、学芸会などのイベントで面白かった体験はありますか？,5.6,1.5999999999999996,40.0,1,5,1.0,1.3005066323295378,1.7565696853914081,1.1225736039886298,1.0568321522135,-0.36956593230350415,-0.41090254382412034,7
 それはたいへんでしたね。,4.4,-1.1999999999999993,12.0,0,3,1.3333333333333333,-0.1757280579905396,-1.3180468965671266,-0.9461040924297093,-0.9462240507213308,-0.4807246979027032,0.007692860354338701,1
 ほかにたいへんだったことはありますか？,4.6,0.1999999999999993,19.0,1,3,1.0,0.07031105706280591,0.21926139441213988,-0.4289346683251245,1.0568321522135,-0.4807246979027032,-0.41090254382412034,0
 それはたいへんでしたね。,4.0,-0.5999999999999996,12.0,0,3,1.3333333333333333,-0.6678062880972329,-0.6592004861474406,-0.9461040924297093,-0.9462240507213308,-0.4807246979027032,0.007692860354338701,1
 貴重な体験談をありがとうございました・・,4.0,0.0,25.0,0,6,1.0,-0.6678062880972329,-0.00035407572775476577,0.014353409478805312,-0.9462240507213308,-0.3139865495039046,-0.41090254382412034,3
 それでは「旅行」について話しましょう,4.0,0.0,21.0,0,9,1.0,-0.6678062880972329,-0.00035407572775476577,-0.2811719757238145,-0.9462240507213308,-0.14724840110510592,-0.41090254382412034,3
 さいきん旅行には行きましたか？,5.4,1.4000000000000004,17.0,1,2,1.0,1.0544675172761924,1.5369542152515134,-0.5766973609264344,1.0568321522135,-0.5363040807023027,-0.41090254382412034,5
 旅行はどこに行ったことがありますか？,6.0,0.5999999999999996,20.0,1,4,1.0,1.792584862436231,0.658492334691931,-0.3550533220244695,1.0568321522135,-0.42514531510310366,-0.41090254382412034,5
 すごいですね。,4.4,-1.5999999999999996,7.0,0,7,1.2857142857142858,-0.1757280579905396,-1.7572778368469177,-1.315510823932984,-0.9462240507213308,-0.258407166704305,-0.05210648309972667,1
 今までいった「旅行」で特におすすめの場所はありますか？,6.2,1.7999999999999998,32.0,1,11,1.0,2.0386239774895776,1.9761851555313037,0.53152283358339,1.0568321522135,-0.036089635505906825,-0.41090254382412034,5
 その旅先で何が一番楽しかったですか？,5.8,-0.4000000000000004,24.0,1,11,1.0,1.5465457473828845,-0.439585016007546,-0.059527936821849654,1.0568321522135,-0.036089635505906825,-0.41090254382412034,0
 具体的には教えてもらえますか？,5.8,0.0,18.0,1,3,1.0833333333333333,1.5465457473828845,-0.00035407572775476577,-0.5028160146257794,1.0568321522135,-0.4807246979027032,-0.30625369277950565,0
 すごい！面白い体験をされましたね!,3.8,-2.0,21.0,0,3,1.25,-0.9138454031505794,-2.196508777126709,-0.2811719757238145,-0.9462240507213308,-0.4807246979027032,-0.09695599069027598,1
 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,4.6,0.7999999999999998,45.0,1,4,1.0,0.07031105706280591,0.8781078048318267,1.4919803354919046,1.0568321522135,-0.42514531510310366,-0.41090254382412034,7
 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,3.8,-0.7999999999999998,100.0,0,1,1.0,-0.9138454031505794,-0.8788159562873363,5.555454382027928,-0.9462240507213308,-0.5918834635019024,-0.41090254382412034,4
 旅行に行くときはなにか目的はありますか？,3.2,-0.5999999999999996,24.0,1,8,1.0,-1.651962748310618,-0.6592004861474406,-0.059527936821849654,1.0568321522135,-0.2028277839047055,-0.41090254382412034,6
 たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,4.6,1.3999999999999997,42.0,0,2,1.0,0.07031105706280591,1.5369542152515128,1.2703362965899396,-0.9462240507213308,-0.5363040807023027,-0.41090254382412034,8
 そうなんですね。,4.0,-0.5999999999999996,8.0,0,35,2.4782608695652173,-0.6678062880972329,-0.6592004861474406,-1.2416294776323291,-0.9462240507213308,1.2978155516844825,1.4454770747064374,9
 なるほど、それは面白そうですね。,3.4,-0.6000000000000001,18.0,0,6,1.1666666666666667,-1.405923633257272,-0.6592004861474412,-0.5028160146257794,-0.9462240507213308,-0.3139865495039046,-0.20160484173489068,3
 貴重な体験談をありがとうございました。,3.6,0.20000000000000015,24.0,0,10,1.0,-1.1598845182039255,0.21926139441214082,-0.059527936821849654,-0.9462240507213308,-0.09166901830550638,-0.41090254382412034,3
 それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,4.0,0.3999999999999999,65.0,1,7,1.0,-0.6678062880972329,0.438876864552036,2.969607261505004,1.0568321522135,-0.258407166704305,-0.41090254382412034,4
 ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,3.2,-0.7999999999999998,37.0,1,5,1.0344827586206895,-1.651962748310618,-0.8788159562873363,0.9009295650866649,1.0568321522135,-0.36956593230350415,-0.367599570978073,6
 なるほど、ありがとうございました。,4.0,0.7999999999999998,17.0,0,5,1.0,-0.6678062880972329,0.8781078048318267,-0.5766973609264344,-0.9462240507213308,-0.36956593230350415,-0.41090254382412034,3
 これから本番の収録を開始します。,4.0,0.0,22.0,0,5,1.0,-0.6678062880972329,-0.00035407572775476577,-0.2072906294231596,-0.9462240507213308,-0.36956593230350415,-0.41090254382412034,3
 はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.0,0.0,60.0,0,1,1.0,-0.6678062880972329,-0.00035407572775476577,2.6002005300017292,-0.9462240507213308,-0.5918834635019024,-0.41090254382412034,4
 きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.6,0.5999999999999996,32.0,1,1,1.0,0.07031105706280591,0.658492334691931,0.53152283358339,1.0568321522135,-0.5918834635019024,-0.41090254382412034,7
 ここに来るまで迷いませんでしたか・・,4.4,-0.1999999999999993,19.0,0,3,1.0,-0.1757280579905396,-0.2199695458676494,-0.4289346683251245,-0.9462240507213308,-0.4807246979027032,-0.41090254382412034,3
 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.2,-0.20000000000000015,50.0,0,3,1.0,-0.4217671730438862,-0.21996954586765036,1.8613870669951795,-0.9462240507213308,-0.4807246979027032,-0.41090254382412034,4
 きょうは来ていただいてありがとうございます！,4.2,0.0,22.0,0,4,1.0,-0.4217671730438862,-0.00035407572775476577,-0.2072906294231596,-0.9462240507213308,-0.42514531510310366,-0.41090254382412034,3
 それでは「食べ物」について話しましょう！,4.0,-0.20000000000000015,22.0,0,2,1.0,-0.6678062880972329,-0.21996954586765036,-0.2072906294231596,-0.9462240507213308,-0.5363040807023027,-0.41090254382412034,3
 甘いものと、からいものどちらがお好きですか？,5.0,1.0,23.0,1,1,1.0,0.5623892871694991,1.0977232749717223,-0.1334092831225046,1.0568321522135,-0.5918834635019024,-0.41090254382412034,5
 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,4.8,-0.20000000000000015,44.0,1,2,1.0,0.3163501721161525,-0.21996954586765036,1.4180989891912497,1.0568321522135,-0.5363040807023027,-0.41090254382412034,7
 具体的には何ですか？,5.4,0.6000000000000005,13.0,1,9,1.0,1.0544675172761924,0.658492334691932,-0.8722227461290543,1.0568321522135,-0.14724840110510592,-0.41090254382412034,0
 なるほど、普段はどこでスイーツを買いますか？,5.4,0.0,20.0,1,8,1.0,1.0544675172761924,-0.00035407572775476577,-0.3550533220244695,1.0568321522135,-0.2028277839047055,-0.41090254382412034,0
 なるほど、その中でもおすすめのスイーツはありますか？,5.2,-0.20000000000000015,24.0,1,5,1.0526315789473684,0.8084284022228457,-0.21996954586765036,-0.059527936821849654,1.0568321522135,-0.36956593230350415,-0.3448085326380479,0
 そうですか、とても美味しそうですね・・,4.0,-1.2000000000000002,19.0,0,4,1.0,-0.6678062880972329,-1.3180468965671275,-0.4289346683251245,-0.9462240507213308,-0.42514531510310366,-0.41090254382412034,1
 からい食べものとはどんな食べものが好きですか？,6.0,2.0,23.0,1,7,1.0,1.792584862436231,2.1958006256711995,-0.1334092831225046,1.0568321522135,-0.258407166704305,-0.41090254382412034,5
 それは「最近」食べられたんですか？,5.2,-0.7999999999999998,19.0,1,8,1.0,0.8084284022228457,-0.8788159562873363,-0.4289346683251245,1.0568321522135,-0.2028277839047055,-0.41090254382412034,0
 どこで食べられたんですか・・,5.0,-0.20000000000000015,14.0,0,2,1.0,0.5623892871694991,-0.21996954586765036,-0.7983413998283994,-0.9462240507213308,-0.5363040807023027,-0.41090254382412034,8
 お友達とランチに行ったりしますか？,5.6,0.5999999999999996,19.0,1,7,1.0,1.3005066323295378,0.658492334691931,-0.4289346683251245,1.0568321522135,-0.258407166704305,-0.41090254382412034,5
 どんなところに行きますか？和食ですか洋食ですか？,4.6,-1.0,29.0,1,3,1.0,0.07031105706280591,-1.098431426427232,0.30987879468142515,1.0568321522135,-0.4807246979027032,-0.41090254382412034,0
 たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,4.4,-0.1999999999999993,38.0,0,3,1.0,-0.1757280579905396,-0.2199695458676494,0.9748109113873199,-0.9462240507213308,-0.4807246979027032,-0.41090254382412034,3
