cls,freq,freq_1cls,ratio,agent_utterance,theme
1,10,9,0.9, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
1,7,4,0.57, どんなところに行きますか？和食ですか洋食ですか？,食事
2,9,9,1.0, 具体的には何ですか？,default
2,3,3,1.0, 具体的に教えてください？,default
2,19,16,0.84, 具体的にはどういったものですか？,default
2,2,2,1.0, そのほかで、おすすめのものはありますか？あったら教えてください．,default
2,13,11,0.85, 具体的には教えてもらえますか？,default
2,6,6,1.0, そのほかにおすすめのものはありますか？,default
2,5,4,0.8, それのどういったところが好きなんですか？,default
2,20,19,0.95, 具体的に教えてもらっていいですか？,default
2,40,36,0.9, それは一体どういった内容なんですか？,アニメ・漫画
2,17,16,0.94, 具体的にどういったものを買いますか？,エスエヌエス
2,15,14,0.93, 具体的になんのために利用していますか？,エスエヌエス
2,1,1,1.0, それはなんていう作品なんですか？,ゲーム
2,4,3,0.75, そのゲームのどんなところが好きなんですか？,ゲーム
2,3,3,1.0, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？,スポーツ
2,9,9,1.0, スポーツはするほうが好きですか？それとも見るほうが好きですか？,スポーツ
2,16,14,0.88, そのほか健康のために、気をつけていることはありますか？,スポーツ
2,5,5,1.0, そのドラマのどういったところが好きなんですか？,ドラマ
2,9,8,0.89, そのドラマはどんな内容なんですか？,ドラマ
2,1,1,1.0, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？,休日
2,14,12,0.86, その時、どんなことをしたのですか？,学校
2,8,8,1.0, 今までの体験の中で、そのほか、楽しかったことはありますか？,学校
2,23,17,0.74, その旅先で何が一番楽しかったですか？,旅行
2,1,1,1.0, それ以外が好きなんですか，どんなジャンルの映画が好きなんですか？,映画
2,4,4,1.0, 映画では洋画，邦画，それ以外のどれが好きですか？,映画
2,40,36,0.9, それは一体どういった内容なんですか？,映画
2,3,2,0.67, その本のどういったところが好きなんですか？,本
2,3,3,1.0, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？,本
2,1,1,1.0, その作者のどういったところが好きなんですか？,本
2,1,1,1.0, そうなんですか，その作品はおすすめですか？,本
2,1,1,1.0, それはどんな「内容」なんですか？,本
2,10,10,1.0, その歌手のどういうところが好きなんですか？,音楽
2,1,1,1.0, その作曲者のどういうところが好きなんですか？,音楽
2,7,7,1.0, そのきょくのどういうところが好きなんですか？,音楽
2,8,8,1.0, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,音楽
2,12,12,1.0, それは「最近」食べられたんですか？,食事
2,20,20,1.0, なるほど、その中でもおすすめのスイーツはありますか？,食事
3,128,128,1.0, なるほど、そうなんですね。,default
4,2,1,0.5, おすすめの漫画ってありますか？,アニメ・漫画
4,1,1,1.0, おすすめのアニメってありますか？,アニメ・漫画
4,25,11,0.44, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,エスエヌエス
4,10,2,0.2, 使い心地はどうですか？,エスエヌエス
4,13,8,0.62, おすすめの便利なきのうとかはありますか？,エスエヌエス
4,15,11,0.73, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
4,21,5,0.24, ショッピングで「アマゾン」などはよく利用しますか？,エスエヌエス
4,3,2,0.67, これは「おすすめ」というものはありますか？,エスエヌエス
4,3,2,0.67, では、やったことのあるゲームの中で、もう一度やりたいものはありますか？,ゲーム
4,6,5,0.83, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,ゲーム
4,5,2,0.4, ゲームはよくする方なんですか？,ゲーム
4,5,2,0.4, 最近ハマっているゲームはありますか？,ゲーム
4,2,1,0.5, 携帯ゲームかテレビゲームならどちらをしますか？,ゲーム
4,1,1,1.0, 好きなゲームやおすすめのゲームってありますか？,ゲーム
4,16,9,0.56, 日本で開催されるオリンピックを、見にいく予定はありますか？,スポーツ
4,7,2,0.29, 競技はなにをご覧になりますか？,スポーツ
4,15,8,0.53, オリンピックは今までに見たことはありますか？,スポーツ
4,5,1,0.2, なにかおすすめのスポーツ観戦はありますか？,スポーツ
4,7,4,0.57, 最近スポーツはしましたか？,スポーツ
4,4,1,0.25, そうですか。テレビでの観戦はなされるんですか？,スポーツ
4,16,1,0.06, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
4,1,1,1.0, スポーツはよくするんですか？,スポーツ
4,4,2,0.5, 健康番組、とかトーク番組とか見られますか？,ドラマ
4,5,2,0.4, ドラマはよく見る方ですか？,ドラマ
4,2,1,0.5, あまり見ないんですね。では、今までに見た中で一番好きなドラマはありますか？,ドラマ
4,13,3,0.23, さいきんドラマは見ましたか？,ドラマ
4,2,1,0.5, 人工知能を搭載した、アイボのようなロボットに興味はありますか？,休日
4,7,4,0.57, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,休日
4,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
4,10,6,0.6, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
4,3,2,0.67, 最近、学校にはいきましたか？,学校
4,3,1,0.33, ほかにたいへんだったことはありますか？,学校
4,9,3,0.33, 学生時代、一番楽しかった学年はありますか？,学校
4,7,1,0.14, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学校
4,7,2,0.29, ほかにエピソードはありますか？,学校
4,5,2,0.4, 学生時代、たいへんだった体験はありますか？,学校
4,6,2,0.33, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
4,15,5,0.33, 「温泉」などリフレッシュするためにいきますか？,旅行
4,11,3,0.27, 旅行に行くときはなにか目的はありますか？,旅行
4,23,1,0.04, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
4,23,8,0.35, さいきん旅行には行きましたか？,旅行
4,16,4,0.25, ほかには何か面白いことはありましたか？,旅行
4,4,1,0.25, 旅行にはよく行かれますか？,旅行
4,3,2,0.67, では，最近どんな映画を見られたんですか？,映画
4,11,5,0.45, 最近見た映画はありますか？,映画
4,5,2,0.4, 洋画が好きなんですか，おすすめの洋画ってありますか？,映画
4,3,1,0.33, 邦画が好きなんですか，おすすめの邦画ってありますか？,映画
4,4,1,0.25, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
4,7,3,0.43, 本はよく読む方ですか？,本
4,2,1,0.5, あまり読まないんですね。では今までに読んだ中で一番好きな本はありますか？,本
4,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
4,6,3,0.5, 最近本は読みましたか？,本
4,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
4,6,3,0.5, コンサートとかには行きますか？,音楽
4,3,1,0.33, おすすめの歌手やきょくってありますか？,音楽
4,6,3,0.5, 最近音楽は聞きましたか？,音楽
4,8,2,0.25, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
4,4,1,0.25, カラオケに行くときはお友達と行きますか？,音楽
4,7,3,0.43, おすすめの曲はありますか？,音楽
4,6,1,0.17, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
4,3,1,0.33, カラオケで歌ったりするのですか？,音楽
4,14,5,0.36, カラオケは好きですか？,音楽
4,9,2,0.22, カラオケでよくなにをうたうのですか？,音楽
4,15,2,0.13, からい食べものとはどんな食べものが好きですか？,食事
4,23,5,0.22, なるほど、普段はどこでスイーツを買いますか？,食事
4,17,4,0.24, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
4,9,1,0.11, お友達とランチに行ったりしますか？,食事
4,10,1,0.1, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
4,7,2,0.29, どんなところに行きますか？和食ですか洋食ですか？,食事
5,3,3,1.0, それは大変ですよね。,default
5,4,4,1.0, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,default
5,6,6,1.0, それは面白そうですね。,default
5,3,3,1.0, そうなんですか．それでは一度独自で調べてみたいと思います．,default
5,7,7,1.0, なるほど、それは面白そうですね。,default
5,2,2,1.0, そのスポーツのおすすめポイントを教えてください＾＾,スポーツ
5,3,3,1.0, そうですか。そのスポーツはテレビで鑑賞はされますか・・,スポーツ
5,4,4,1.0, それは面白い体験ですね！,学校
5,6,6,1.0, それはご活躍されたんですね・・,学校
5,4,4,1.0, それはたいへんでしたね。,学校
5,12,12,1.0, それは楽しい時間でしたね！,学校
5,10,9,0.9, なるほど、それは素晴らしい経験ですね。,旅行
5,14,14,1.0, それは、美味しそうですね。,旅行
5,4,4,1.0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,旅行
5,5,4,0.8, その旅先で何かハプニングはありましたか!,旅行
5,7,7,1.0, なるほど、それはリラックスできますね。,旅行
5,22,21,0.95, その旅先で美味しい食べ物はたべましたか・・,旅行
5,4,4,1.0, なるほど、それは面白そうですね！私も観てみたいです！,映画
5,1,1,1.0, なるほど、それは面白そうですね。今度知りあいにすすめてみます。,本
5,1,1,1.0, 具体的にどういう味か教えてください。,食事
5,11,11,1.0, なるほど、それは美味しそうですね・・,食事
6,3,2,0.67, よくご存じですね。,default
6,58,55,0.95, ありがとうございました・・,default
6,8,5,0.62, 素敵な趣味ですね。,default
6,9,4,0.44, すごいですね。,default
6,5,4,0.8, すごいですね！,default
6,31,21,0.68, もう少し詳しく教えていただいていいですか。,default
6,19,10,0.53, 本当ですか！,default
6,8,1,0.12, そうですね・・ぜひ参考にさせていただきます。,default
6,2,2,1.0, 面白いですよね。,default
6,1,1,1.0, 大変ですよね。,default
6,6,6,1.0, ありがとうございます。参考にさせていただきます。,default
6,1,1,1.0, すごい！,default
6,1,1,1.0, そうなんですか．,default
6,18,18,1.0, ありがとうございます。,default
6,10,9,0.9, はい、そうです。,default
6,1,1,1.0, そうなんですか．私も独自に調べてみますね．,default
6,2,2,1.0, いいですね，私も使ってみたいです！,エスエヌエス
6,1,1,1.0, ほかにたいへんだったことはありますか・・,エスエヌエス
6,9,2,0.22, いいですね。テレビ観戦も楽しそうですね！,スポーツ
6,2,2,1.0, そういった番組も面白いですよね。,ドラマ
6,3,3,1.0, 一度ネットワークにつなぐと、あとはラクなようですよ。,休日
6,1,1,1.0, いぬがたのロボットで、とてもかわいがる人もいるようです。,休日
6,12,12,1.0, そとで過ごすときはスポーツをしたりしますか・・,休日
6,9,9,1.0, 貴重な体験談をありがとうございました・・,学校
6,5,4,0.8, すごい！面白い体験をされましたね!,旅行
6,20,20,1.0, 貴重な体験談をありがとうございました。,旅行
6,3,3,1.0, わたしも実際に、演奏をきいてみたいものです。,音楽
6,3,3,1.0, がっきは何を演奏するのですか。,音楽
6,2,2,1.0, すごいですね。一度聞かせていただけるとうれしいです。,音楽
6,8,7,0.88, どこで食べられたんですか・・,食事
6,2,2,1.0, おばあちゃんがよく家で出してくれていたと言っていました。,食事
6,1,1,1.0, いい思い出だったようです。,食事
7,2,1,0.5, たのしそうですね。,default
7,7,4,0.57, なるほど、よくご存じですね・・,default
7,47,34,0.72, なるほど。,default
7,57,52,0.91, そうなんですね。,default
7,2,1,0.5, なるほど、そうなんですね・・,default
7,4,2,0.5, そうですね、わかります。,default
7,8,3,0.38, そうですね・・ぜひ参考にさせていただきます。,default
7,4,2,0.5, そうですか、なかなかですね。,default
7,10,8,0.8, 楽しそうですね！,default
7,16,10,0.62, なるほど、勉強になります・・,default
7,5,3,0.6, そうですね。,default
7,5,4,0.8, なるほど、面白そうですね！,default
7,1,1,1.0, そうですか、残念です・・,default
7,19,10,0.53, なるほど、そういうふうに利用されているのですね。,エスエヌエス
7,10,10,1.0, そうですか，いいものが見つかるといいですね．,エスエヌエス
7,10,8,0.8, なるほど、健康的で、ステキですね・・,スポーツ
7,9,7,0.78, いいですね。テレビ観戦も楽しそうですね！,スポーツ
7,1,1,1.0, そうですか，では一度独自で調べてみますね！,映画
7,10,9,0.9, とても楽しそうですね。,音楽
7,2,2,1.0, そうですか。最近はまっている食べ物はありますか・・,食事
7,8,8,1.0, そうですか、とても美味しそうですね・・,食事
8,1,1,1.0, そうなんですね．新しい知識が増えました！ありがとうございます！,default
8,1,1,1.0, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,default
8,1,1,1.0, 楽しそうですね。今度知りあいにすすめてみたいと思います！,アニメ・漫画
8,8,8,1.0, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,エスエヌエス
8,6,6,1.0, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,ゲーム
8,5,5,1.0, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	,ゲーム
8,19,19,1.0, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,スポーツ
8,2,2,1.0, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ
8,4,4,1.0, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,スポーツ
8,1,1,1.0, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。,休日
8,2,2,1.0, 散歩とかエサの心配とかしなくていいので、居てくれるだけで、「安心する」という人もいるようです。,休日
8,2,2,1.0, お子さんと遊ぶのは体力が必要で、大変ですよね。,休日
8,3,3,1.0, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。,休日
8,8,7,0.88, 学生時代で、楽しかったエピソードを教えてください・・,学校
8,5,4,0.8, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,旅行
8,4,4,1.0, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,映画
8,1,1,1.0, そうなんですか，では先程おすすめされたものをみんなに伝えてみますね！,映画
8,2,2,1.0, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽
8,4,4,1.0, なまで演奏をきくと、迫力があって、感動するみたいですね！,音楽
8,8,8,1.0, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,食事
8,8,8,1.0, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,食事
8,4,4,1.0, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事
9,7,1,0.14, なるほど、よくご存じですね・・,default
9,31,8,0.26, もう少し詳しく教えていただいていいですか。,default
9,5,1,0.2, そうですね。,default
9,2,1,0.5, ほかには、ありますか？,default
9,19,3,0.16, 具体的にはどういったものですか？,default
9,13,2,0.15, 具体的には教えてもらえますか？,default
9,5,1,0.2, それのどういったところが好きなんですか？,default
9,20,1,0.05, 具体的に教えてもらっていいですか？,default
9,10,1,0.1, はい、そうです。,default
9,40,4,0.1, それは一体どういった内容なんですか？,アニメ・漫画
9,13,1,0.08, おすすめの便利なきのうとかはありますか？,エスエヌエス
9,15,1,0.07, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,エスエヌエス
9,17,1,0.06, 具体的にどういったものを買いますか？,エスエヌエス
9,15,1,0.07, 具体的になんのために利用していますか？,エスエヌエス
9,4,1,0.25, そのゲームのどんなところが好きなんですか？,ゲーム
9,6,1,0.17, スポーツをする目的は何ですか？,スポーツ
9,5,1,0.2, なにかおすすめのスポーツ観戦はありますか？,スポーツ
9,16,2,0.12, そのほか健康のために、気をつけていることはありますか？,スポーツ
9,13,1,0.08, さいきんドラマは見ましたか？,ドラマ
9,9,1,0.11, そのドラマはどんな内容なんですか？,ドラマ
9,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
9,10,1,0.1, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
9,9,1,0.11, 学生時代、一番楽しかった学年はありますか？,学校
9,7,2,0.29, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学校
9,5,1,0.2, 学生時代、たいへんだった体験はありますか？,学校
9,6,1,0.17, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,学校
9,14,2,0.14, その時、どんなことをしたのですか？,学校
9,8,1,0.12, 学生時代で、楽しかったエピソードを教えてください・・,学校
9,11,1,0.09, 旅行に行くときはなにか目的はありますか？,旅行
9,23,3,0.13, 今までいった「旅行」で特におすすめの場所はありますか？,旅行
9,10,1,0.1, 旅行はどこに行ったことがありますか？,旅行
9,23,1,0.04, さいきん旅行には行きましたか？,旅行
9,16,2,0.12, ほかには何か面白いことはありましたか？,旅行
9,23,6,0.26, その旅先で何が一番楽しかったですか？,旅行
9,5,1,0.2, その旅先で何かハプニングはありましたか!,旅行
9,22,1,0.05, その旅先で美味しい食べ物はたべましたか・・,旅行
9,5,1,0.2, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,旅行
9,3,1,0.33, 邦画が好きなんですか，おすすめの邦画ってありますか？,映画
9,4,1,0.25, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
9,4,1,0.25, では，もう一度見たい映画はありますか？,映画
9,40,4,0.1, それは一体どういった内容なんですか？,映画
9,7,1,0.14, 本はよく読む方ですか？,本
9,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
9,3,1,0.33, その本のどういったところが好きなんですか？,本
9,1,1,1.0, 一番好きなシーンなどはありますか？,本
9,22,1,0.05, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,音楽
9,8,1,0.12, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,音楽
9,7,1,0.14, おすすめの曲はありますか？,音楽
9,9,1,0.11, カラオケでよくなにをうたうのですか？,音楽
9,7,1,0.14, どんなところに行きますか？和食ですか洋食ですか？,食事
