name,theme_index,agent_utterance
1902M2001_031,5, そのほか健康のために、気をつけていることはありますか？
1902M4002_048,4, そのほか健康のために、気をつけていることはありますか？
1902M5002_029,6, そのほか健康のために、気をつけていることはありますか？
1902M7001_064,4, そのほか健康のために、気をつけていることはありますか？
1902M7002_049,7, そのほか健康のために、気をつけていることはありますか？
1902F2001_034,14, 具体的に教えてもらっていいですか？
1902F3001_011,4, 具体的に教えてもらっていいですか？
1902F3002_033,2, 具体的に教えてもらっていいですか？
1902F4001_019,10, 具体的に教えてもらっていいですか？
1902F4003_035,3, 具体的に教えてもらっていいですか？
1902F4004_014,7, 具体的に教えてもらっていいですか？
1902F4004_027,3, 具体的に教えてもらっていいですか？
1902F4006_066,6, 具体的に教えてもらっていいですか？
1902F4011_027,2, 具体的に教えてもらっていいですか？
1902F6002_010,3, 具体的に教えてもらっていいですか？
1902F6002_066,2, 具体的に教えてもらっていいですか？
1902M3001_037,7, 具体的に教えてもらっていいですか？
1902M3001_048,6, 具体的に教えてもらっていいですか？
1902M4001_041,21, 具体的に教えてもらっていいですか？
1902M4002_012,3, 具体的に教えてもらっていいですか？
1902M4002_024,3, 具体的に教えてもらっていいですか？
1902M5002_044,4, 具体的に教えてもらっていいですか？
1902M5003_041,3, 具体的に教えてもらっていいですか？
1902M7001_081,8, 具体的に教えてもらっていいですか？
1902M7002_072,8, 具体的に教えてもらっていいですか？
1902F2001_046,2, 映画では洋画，邦画，それ以外のどれが好きですか？
1902F4008_040,2, 映画では洋画，邦画，それ以外のどれが好きですか？
1902M5002_042,2, 映画では洋画，邦画，それ以外のどれが好きですか？
1902M5003_031,1, 映画では洋画，邦画，それ以外のどれが好きですか？
1902F2001_048,4, それは一体どういった内容なんですか？
1902F2001_048,4, それは一体どういった内容なんですか？
1902F2001_048,4, それは一体どういった内容なんですか？
1902F2001_048,4, それは一体どういった内容なんですか？
1902F2001_048,5, それは一体どういった内容なんですか？
1902F2001_048,5, それは一体どういった内容なんですか？
1902F2001_048,5, それは一体どういった内容なんですか？
1902F2001_048,5, それは一体どういった内容なんですか？
1902F2002_028,2, それは一体どういった内容なんですか？
1902F2002_028,2, それは一体どういった内容なんですか？
1902F2002_028,2, それは一体どういった内容なんですか？
1902F2002_028,2, それは一体どういった内容なんですか？
1902F2002_028,3, それは一体どういった内容なんですか？
1902F2002_028,3, それは一体どういった内容なんですか？
1902F2002_028,3, それは一体どういった内容なんですか？
1902F2002_028,3, それは一体どういった内容なんですか？
1902F2002_033,8, それは一体どういった内容なんですか？
1902F2002_033,8, それは一体どういった内容なんですか？
1902F2002_033,8, それは一体どういった内容なんですか？
1902F2002_033,8, それは一体どういった内容なんですか？
1902F2002_033,9, それは一体どういった内容なんですか？
1902F2002_033,9, それは一体どういった内容なんですか？
1902F2002_033,9, それは一体どういった内容なんですか？
1902F2002_033,9, それは一体どういった内容なんですか？
1902F2002_037,2, それは一体どういった内容なんですか？
1902F2002_037,2, それは一体どういった内容なんですか？
1902F2002_037,2, それは一体どういった内容なんですか？
1902F2002_037,2, それは一体どういった内容なんですか？
1902F2002_037,3, それは一体どういった内容なんですか？
1902F2002_037,3, それは一体どういった内容なんですか？
1902F2002_037,3, それは一体どういった内容なんですか？
1902F2002_037,3, それは一体どういった内容なんですか？
1902F4006_028,3, それは一体どういった内容なんですか？
1902F4006_028,3, それは一体どういった内容なんですか？
1902F4006_028,3, それは一体どういった内容なんですか？
1902F4006_028,3, それは一体どういった内容なんですか？
1902F4006_028,4, それは一体どういった内容なんですか？
1902F4006_028,4, それは一体どういった内容なんですか？
1902F4006_028,4, それは一体どういった内容なんですか？
1902F4006_028,4, それは一体どういった内容なんですか？
1902M2001_043,3, それは一体どういった内容なんですか？
1902M2001_043,3, それは一体どういった内容なんですか？
1902M2001_043,3, それは一体どういった内容なんですか？
1902M2001_043,3, それは一体どういった内容なんですか？
1902M2001_043,4, それは一体どういった内容なんですか？
1902M2001_043,4, それは一体どういった内容なんですか？
1902M2001_043,4, それは一体どういった内容なんですか？
1902M2001_043,4, それは一体どういった内容なんですか？
1902M3001_022,3, それは一体どういった内容なんですか？
1902M3001_022,3, それは一体どういった内容なんですか？
1902M3001_022,3, それは一体どういった内容なんですか？
1902M3001_022,3, それは一体どういった内容なんですか？
1902M3001_022,4, それは一体どういった内容なんですか？
1902M3001_022,4, それは一体どういった内容なんですか？
1902M3001_022,4, それは一体どういった内容なんですか？
1902M3001_022,4, それは一体どういった内容なんですか？
1902M4003_027,2, それは一体どういった内容なんですか？
1902M4003_027,2, それは一体どういった内容なんですか？
1902M4003_027,2, それは一体どういった内容なんですか？
1902M4003_027,2, それは一体どういった内容なんですか？
1902M4003_027,3, それは一体どういった内容なんですか？
1902M4003_027,3, それは一体どういった内容なんですか？
1902M4003_027,3, それは一体どういった内容なんですか？
1902M4003_027,3, それは一体どういった内容なんですか？
1902M5001_022,3, それは一体どういった内容なんですか？
1902M5001_022,3, それは一体どういった内容なんですか？
1902M5001_022,3, それは一体どういった内容なんですか？
1902M5001_022,3, それは一体どういった内容なんですか？
1902M5001_022,4, それは一体どういった内容なんですか？
1902M5001_022,4, それは一体どういった内容なんですか？
1902M5001_022,4, それは一体どういった内容なんですか？
1902M5001_022,4, それは一体どういった内容なんですか？
1902M5003_033,3, それは一体どういった内容なんですか？
1902M5003_033,3, それは一体どういった内容なんですか？
1902M5003_033,3, それは一体どういった内容なんですか？
1902M5003_033,3, それは一体どういった内容なんですか？
1902M5003_033,4, それは一体どういった内容なんですか？
1902M5003_033,4, それは一体どういった内容なんですか？
1902M5003_033,4, それは一体どういった内容なんですか？
1902M5003_033,4, それは一体どういった内容なんですか？
1902F2001_049,6, それのどういったところが好きなんですか？
1902F2002_029,4, それのどういったところが好きなんですか？
1902F3002_046,3, それのどういったところが好きなんですか？
1902F4001_028,3, それのどういったところが好きなんですか？
1902M4002_036,3, それのどういったところが好きなんですか？
1902F2001_060,3, 具体的に教えてください？
1902F3002_038,2, 具体的に教えてください？
1902F7002_057,2, 具体的に教えてください？
1902F2001_061,4, その歌手のどういうところが好きなんですか？
1902F2002_053,3, その歌手のどういうところが好きなんですか？
1902F3001_030,4, その歌手のどういうところが好きなんですか？
1902F3002_039,3, その歌手のどういうところが好きなんですか？
1902F4006_047,4, その歌手のどういうところが好きなんですか？
1902F4009_050,3, その歌手のどういうところが好きなんですか？
1902F6001_059,3, その歌手のどういうところが好きなんですか？
1902M4003_044,3, その歌手のどういうところが好きなんですか？
1902M5002_058,3, その歌手のどういうところが好きなんですか？
1902M7002_038,5, その歌手のどういうところが好きなんですか？
1902F2001_068,11, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902F3001_031,5, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902F4002_027,7, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902F4006_054,11, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902F4009_055,8, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902F4010_055,5, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902F4011_053,12, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902M7001_050,12, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？
1902F2001_074,3, 具体的になんのために利用していますか？
1902F2002_069,1, 具体的になんのために利用していますか？
1902F4002_043,1, 具体的になんのために利用していますか？
1902F4003_040,1, 具体的になんのために利用していますか？
1902F4004_049,1, 具体的になんのために利用していますか？
1902F4005_054,1, 具体的になんのために利用していますか？
1902F4006_076,1, 具体的になんのために利用していますか？
1902F4008_045,1, 具体的になんのために利用していますか？
1902F4009_074,1, 具体的になんのために利用していますか？
1902F4010_060,1, 具体的になんのために利用していますか？
1902F4011_058,2, 具体的になんのために利用していますか？
1902M2001_052,1, 具体的になんのために利用していますか？
1902M3001_056,3, 具体的になんのために利用していますか？
1902M4003_054,1, 具体的になんのために利用していますか？
1902M5002_070,1, 具体的になんのために利用していますか？
1902F2001_085,2, その時、どんなことをしたのですか？
1902F3001_052,4, その時、どんなことをしたのですか？
1902F3002_074,4, その時、どんなことをしたのですか？
1902F4003_052,2, その時、どんなことをしたのですか？
1902F4006_101,2, その時、どんなことをしたのですか？
1902F4008_069,3, その時、どんなことをしたのですか？
1902F4010_087,2, その時、どんなことをしたのですか？
1902F6001_075,2, その時、どんなことをしたのですか？
1902F6002_069,5, その時、どんなことをしたのですか？
1902M2001_075,2, その時、どんなことをしたのですか？
1902M2001_078,5, その時、どんなことをしたのですか？
1902M3001_067,2, その時、どんなことをしたのですか？
1902M4001_047,3, その時、どんなことをしたのですか？
1902M4002_073,4, その時、どんなことをしたのですか？
1902F2001_099,5, その旅先で何が一番楽しかったですか？
1902F2002_086,5, その旅先で何が一番楽しかったですか？
1902F3002_062,6, その旅先で何が一番楽しかったですか？
1902F4001_066,7, その旅先で何が一番楽しかったですか？
1902F4002_062,7, その旅先で何が一番楽しかったですか？
1902F4003_067,2, その旅先で何が一番楽しかったですか？
1902F4004_063,2, その旅先で何が一番楽しかったですか？
1902F4005_067,3, その旅先で何が一番楽しかったですか？
1902F4007_049,2, その旅先で何が一番楽しかったですか？
1902F4009_082,3, その旅先で何が一番楽しかったですか？
1902F4010_075,4, その旅先で何が一番楽しかったですか？
1902F4011_072,5, その旅先で何が一番楽しかったですか？
1902F6001_053,8, その旅先で何が一番楽しかったですか？
1902F6002_056,5, その旅先で何が一番楽しかったですか？
1902F7001_060,3, その旅先で何が一番楽しかったですか？
1902F7002_072,3, その旅先で何が一番楽しかったですか？
1902F7003_050,6, その旅先で何が一番楽しかったですか？
1902M2001_065,3, その旅先で何が一番楽しかったですか？
1902M4001_062,8, その旅先で何が一番楽しかったですか？
1902M4002_081,3, その旅先で何が一番楽しかったですか？
1902M5002_086,3, その旅先で何が一番楽しかったですか？
1902M5003_077,3, その旅先で何が一番楽しかったですか？
1902M7002_069,5, その旅先で何が一番楽しかったですか？
1902F2001_100,6, 具体的には教えてもらえますか？
1902F2002_089,8, 具体的には教えてもらえますか？
1902F4002_060,5, 具体的には教えてもらえますか？
1902F4005_072,8, 具体的には教えてもらえますか？
1902F4006_094,6, 具体的には教えてもらえますか？
1902F6001_052,7, 具体的には教えてもらえますか？
1902F6002_059,8, 具体的には教えてもらえますか？
1902F7002_071,2, 具体的には教えてもらえますか？
1902M2001_066,4, 具体的には教えてもらえますか？
1902M4001_064,10, 具体的には教えてもらえますか？
1902M4002_082,4, 具体的には教えてもらえますか？
1902M5002_089,6, 具体的には教えてもらえますか？
1902M5002_094,11, 具体的には教えてもらえますか？
1902F2002_010,3, 具体的には何ですか？
1902F3002_041,5, 具体的には何ですか？
1902F4004_035,3, 具体的には何ですか？
1902F4010_093,8, 具体的には何ですか？
1902F4011_032,7, 具体的には何ですか？
1902F7001_033,14, 具体的には何ですか？
1902F7002_064,9, 具体的には何ですか？
1902M5002_012,4, 具体的には何ですか？
1902M7002_051,9, 具体的には何ですか？
1902F2002_015,8, それは「最近」食べられたんですか？
1902F4003_011,3, それは「最近」食べられたんですか？
1902F4006_014,5, それは「最近」食べられたんですか？
1902F4008_017,8, それは「最近」食べられたんですか？
1902F4009_020,11, それは「最近」食べられたんですか？
1902F6001_019,10, それは「最近」食べられたんですか？
1902F6002_011,4, それは「最近」食べられたんですか？
1902M2001_018,10, それは「最近」食べられたんですか？
1902M4002_014,5, それは「最近」食べられたんですか？
1902M5002_011,3, それは「最近」食べられたんですか？
1902M5003_011,4, それは「最近」食べられたんですか？
1902M7002_016,9, それは「最近」食べられたんですか？
1902F2002_060,10, そのほかで、おすすめのものはありますか？あったら教えてください．
1902F3001_033,7, そのほかで、おすすめのものはありますか？あったら教えてください．
1902F2002_078,10, 具体的にどういったものを買いますか？
1902F3002_051,3, 具体的にどういったものを買いますか？
1902F4001_048,4, 具体的にどういったものを買いますか？
1902F4002_052,10, 具体的にどういったものを買いますか？
1902F4003_047,8, 具体的にどういったものを買いますか？
1902F4004_057,9, 具体的にどういったものを買いますか？
1902F4005_061,8, 具体的にどういったものを買いますか？
1902F4006_085,10, 具体的にどういったものを買いますか？
1902F4008_051,7, 具体的にどういったものを買いますか？
1902F4011_063,7, 具体的にどういったものを買いますか？
1902M2001_059,8, 具体的にどういったものを買いますか？
1902M3001_062,9, 具体的にどういったものを買いますか？
1902M4003_057,4, 具体的にどういったものを買いますか？
1902M5001_038,5, 具体的にどういったものを買いますか？
1902M5002_078,9, 具体的にどういったものを買いますか？
1902M5003_070,3, 具体的にどういったものを買いますか？
1902M7001_040,2, 具体的にどういったものを買いますか？
1902F3002_034,3, そのドラマはどんな内容なんですか？
1902F4002_039,3, そのドラマはどんな内容なんですか？
1902F4004_037,5, そのドラマはどんな内容なんですか？
1902F4006_038,4, そのドラマはどんな内容なんですか？
1902F4006_039,5, そのドラマはどんな内容なんですか？
1902F4008_026,4, そのドラマはどんな内容なんですか？
1902F4011_028,3, そのドラマはどんな内容なんですか？
1902F7002_049,2, そのドラマはどんな内容なんですか？
1902M5003_026,5, そのドラマはどんな内容なんですか？
1902F3002_045,2, それ以外が好きなんですか，どんなジャンルの映画が好きなんですか？
1902F4001_013,4, そのほかにおすすめのものはありますか？
1902F4003_015,7, そのほかにおすすめのものはありますか？
1902F4006_013,4, そのほかにおすすめのものはありますか？
1902F4006_018,9, そのほかにおすすめのものはありますか？
1902M2001_022,14, そのほかにおすすめのものはありますか？
1902M4003_018,10, そのほかにおすすめのものはありますか？
1902F4001_037,2, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902F4003_021,3, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902F4005_035,10, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902F4006_062,2, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902F4009_058,1, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902M4002_046,2, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902M4003_079,2, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902M5003_055,17, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902M7002_044,2, スポーツはするほうが好きですか？それとも見るほうが好きですか？
1902F4002_025,5, そのきょくのどういうところが好きなんですか？
1902F4006_053,10, そのきょくのどういうところが好きなんですか？
1902F4011_045,4, そのきょくのどういうところが好きなんですか？
1902F6002_041,4, そのきょくのどういうところが好きなんですか？
1902M5003_043,5, そのきょくのどういうところが好きなんですか？
1902M7001_048,10, そのきょくのどういうところが好きなんですか？
1902M7001_051,13, そのきょくのどういうところが好きなんですか？
1902F4002_034,4, そのゲームのどんなところが好きなんですか？
1902F4005_029,4, そのゲームのどんなところが好きなんですか？
1902M3001_036,6, そのゲームのどんなところが好きなんですか？
1902M4002_028,7, そのゲームのどんなところが好きなんですか？
1902F4004_028,4, その本のどういったところが好きなんですか？
1902F7003_042,3, その本のどういったところが好きなんですか？
1902M3001_046,4, その本のどういったところが好きなんですか？
1902F4004_029,5, そうなんですか，その作品はおすすめですか？
1902F4004_038,6, そのドラマのどういったところが好きなんですか？
1902F4006_041,7, そのドラマのどういったところが好きなんですか？
1902F4011_029,4, そのドラマのどういったところが好きなんですか？
1902F7002_050,3, そのドラマのどういったところが好きなんですか？
1902M5003_028,7, そのドラマのどういったところが好きなんですか？
1902F4005_048,23, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？
1902F4005_081,2, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902F4008_073,7, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902F4010_092,7, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902F6001_077,4, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902M2001_077,4, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902M3001_068,3, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902M4001_049,5, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902M4002_075,6, 今までの体験の中で、そのほか、楽しかったことはありますか？
1902F4008_035,2, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？
1902M3001_045,3, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？
1902M5002_053,4, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？
1902F4010_043,3, その作者のどういったところが好きなんですか？
1902M4002_027,6, それはなんていう作品なんですか？
1902M5003_045,7, その作曲者のどういうところが好きなんですか？
1902M7001_035,5, それはどんな「内容」なんですか？
